Hospital_Name,Provider_ID,State,Fiscal_Year,Domain_1_Score,Domain_1_Score_Footnote,Domain_1_Start_Date,Domain_1_End_Date,AHRQ_PSI_90_Score,AHRQ_PSI_90_Score_Footnote,Domain_2_Score,Domain_2_Score_Footnote,CLABSI_Score,CLABSI_Score_Footnote,CAUTI_Score,CAUTI_Score_Footnote,SSI_Score,SSI_Score_Footnote,MRSA_Score,MRSA_Footnote,CDI_Score,CDI_Footnote,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Total_HAC_Score_Footnote,Payment_Reduction,Payment_Reduction_Footnote
"ALTA VIEW HOSPITAL","460044","UT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.0000","","N/A","5","1","","3","","N/A","5","8","","01-JAN-14","31-DEC-15","4.6000","","No",""
"ST MARKS HOSPITAL","460047","UT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","7.8000","","10","","7","","5","","9","","8","","01-JAN-14","31-DEC-15","7.5300","","Yes",""
"THE ORTHOPEDIC SPECIALTY HOSPITAL","460049","UT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.7500","","No",""
"JORDAN VALLEY MEDICAL CENTER","460051","UT","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.8000","","10","","3","","10","","2","","9","","01-JAN-14","31-DEC-15","6.3800","","No",""
"TIMPANOGOS REGIONAL HOSPITAL","460052","UT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.6000","","9","","3","","2","","1","","3","","01-JAN-14","31-DEC-15","4.1100","","No",""
"CACHE VALLEY  HOSPITAL","460054","UT","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","9.0000","","N/A","5","N/A","5","N/A","5","N/A","5","9","","01-JAN-14","31-DEC-15","8.2500","","Yes",""
"PARK CITY HOSPITAL","460057","UT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.4500","","No",""
"RIVERTON HOSPITAL","460058","UT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.6667","","N/A","5","N/A","5","8","","1","","2","","01-JAN-14","31-DEC-15","3.4167","","No",""
"LONE PEAK HOSPITAL","460060","UT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.6000","","No",""
"CENTRAL VERMONT MEDICAL CENTER","470001","VT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","2.8000","","1","","1","","9","","1","","2","","01-JAN-14","31-DEC-15","2.6800","","No",""
"UNIVERSITY OF VERMONT MEDICAL CENTER","470003","VT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.2000","","6","","6","","10","","5","","4","","01-JAN-14","31-DEC-15","6.0200","","No",""
"RUTLAND REGIONAL MEDICAL CENTER","470005","VT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.8000","","6","","4","","3","","1","","5","","01-JAN-14","31-DEC-15","4.2800","","No",""
"BRATTLEBORO MEMORIAL HOSPITAL","470011","VT","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.0000","","N/A","5","N/A","5","6","","N/A","5","6","","01-JAN-14","31-DEC-15","5.5500","","No",""
"SOUTHWESTERN VERMONT MEDICAL CENTER","470012","VT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.3333","","N/A","5","6","","5","","N/A","5","5","","01-JAN-14","31-DEC-15","4.8333","","No",""
"NORTHWESTERN MEDICAL CENTER INC","470024","VT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","9.5000","","N/A","5","N/A","5","9","","N/A","5","10","","01-JAN-14","31-DEC-15","9.2750","","Yes",""
"NORTON COMMUNITY HOSPITAL","490001","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","3.8000","","1","","1","","1","","10","","6","","01-JAN-14","31-DEC-15","4.1300","","No",""
"RUSSELL COUNTY MEDICAL CENTER","490002","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.5000","","N/A","5","1","","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.1750","","No",""
"SENTARA RMH MEDICAL CENTER","490004","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.8000","","3","","4","","9","","8","","10","","01-JAN-14","31-DEC-15","6.6800","","Yes",""
"WINCHESTER MEDICAL CENTER","490005","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.0000","","4","","5","","6","","5","","10","","01-JAN-14","31-DEC-15","5.2500","","No",""
"SENTARA NORFOLK GENERAL HOSPITAL","490007","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.8000","","3","","7","","10","","5","","4","","01-JAN-14","31-DEC-15","6.4300","","No",""
"UNIVERSITY OF VIRGINIA MEDICAL CENTER","490009","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.6000","","8","","7","","8","","7","","8","","01-JAN-14","31-DEC-15","7.0600","","Yes",""
"BON SECOURS DEPAUL MEDICAL CENTER","490011","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.8000","","5","","7","","3","","10","","9","","01-JAN-14","31-DEC-15","6.9800","","Yes",""
"SENTARA HALIFAX REGIONAL HOSPITAL","490013","VA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.4000","","1","","9","","6","","5","","6","","01-JAN-14","31-DEC-15","5.6400","","No",""
"BON SECOURS MARYVIEW MEDICAL CENTER","490017","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.6000","","10","","6","","1","","7","","9","","01-JAN-14","31-DEC-15","6.8100","","Yes",""
"AUGUSTA HEALTH","490018","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","3.6000","","1","","5","","6","","1","","5","","01-JAN-14","31-DEC-15","3.5100","","No",""
"NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE","490019","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","3.0000","","1","","4","","5","","1","","4","","01-JAN-14","31-DEC-15","3.0000","","No",""
"JOHN RANDOLPH MEDICAL CENTER","490020","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.2000","","5","","1","","1","","6","","8","","01-JAN-14","31-DEC-15","4.0200","","No",""
"CENTRA  HEALTH, INC","490021","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","7.0000","","8","","8","","6","","8","","5","","01-JAN-14","31-DEC-15","6.2500","","No",""
"MARY WASHINGTON HOSPITAL, INC","490022","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.0000","","4","","3","","4","","6","","8","","01-JAN-14","31-DEC-15","5.4500","","No",""
"FAUQUIER HOSPITAL","490023","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.6000","","1","","8","","6","","9","","4","","01-JAN-14","31-DEC-15","6.2600","","No",""
"CARILION ROANOKE MEMORIAL HOSPITAL","490024","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.6000","","7","","10","","8","","5","","8","","01-JAN-14","31-DEC-15","7.9600","","Yes",""
"MEDICAL COLLEGE OF VIRGINIA HOSPITALS","490032","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","8.2000","","7","","7","","9","","9","","9","","01-JAN-14","31-DEC-15","7.8700","","Yes",""
"WARREN MEMORIAL HOSPITAL","490033","VA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.0000","","N/A","5","7","","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","5.0000","","No",""
"RIVERSIDE SHORE MEMORIAL HOSPITAL","490037","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.6667","","9","","6","","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","5.1167","","No",""
"SMYTH COUNTY COMMUNITY HOSPITAL","490038","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.3000","","No",""
"INOVA ALEXANDRIA HOSPITAL","490040","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","7.8000","","8","","7","","7","","8","","9","","01-JAN-14","31-DEC-15","7.5300","","Yes",""
"MARY IMMACULATE HOSPITAL","490041","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.8000","","7","","9","","3","","8","","7","","01-JAN-14","31-DEC-15","7.2800","","Yes",""
"CARILION NEW RIVER VALLEY MEDICAL CENTER","490042","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","3.8000","","4","","2","","2","","6","","5","","01-JAN-14","31-DEC-15","4.1300","","No",""
"INOVA LOUDOUN HOSPITAL","490043","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.6000","","3","","5","","7","","4","","9","","01-JAN-14","31-DEC-15","5.3600","","No",""
"SENTARA OBICI HOSPITAL","490044","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.6000","","1","","7","","9","","7","","4","","01-JAN-14","31-DEC-15","4.9100","","No",""
"NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER","490045","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.4000","","4","","6","","9","","1","","2","","01-JAN-14","31-DEC-15","4.0400","","No",""
"SENTARA LEIGH HOSPITAL","490046","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.8000","","3","","4","","10","","4","","3","","01-JAN-14","31-DEC-15","4.2300","","No",""
"LEWISGALE MEDICAL CENTER","490048","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.8000","","3","","5","","8","","8","","10","","01-JAN-14","31-DEC-15","5.9300","","No",""
"VIRGINIA HOSPITAL CENTER","490050","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.8000","","4","","5","","4","","5","","6","","01-JAN-14","31-DEC-15","4.5300","","No",""
"RIVERSIDE REGIONAL MEDICAL CENTER","490052","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.4000","","3","","5","","9","","9","","6","","01-JAN-14","31-DEC-15","5.7400","","No",""
"JOHNSTON MEMORIAL HOSPITAL","490053","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.0000","","1","","1","","2","","7","","4","","01-JAN-14","31-DEC-15","2.8500","","No",""
"SENTARA VIRGINIA BEACH GENERAL HOSPITAL","490057","VA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.2000","","1","","3","","4","","5","","8","","01-JAN-14","31-DEC-15","4.6200","","No",""
"CLINCH VALLEY MEDICAL CENTER","490060","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","2.5000","","N/A","5","3","","5","","1","","1","","01-JAN-14","31-DEC-15","2.7250","","No",""
"INOVA FAIRFAX HOSPITAL","490063","VA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.2000","","6","","8","","7","","7","","8","","01-JAN-14","31-DEC-15","7.1700","","Yes",""
"SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","490066","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","3.2000","","1","","1","","9","","1","","4","","01-JAN-14","31-DEC-15","2.8700","","No",""
"SOUTHSIDE REGIONAL MEDICAL CENTER","490067","VA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.8000","","1","","2","","3","","6","","7","","01-JAN-14","31-DEC-15","3.9800","","No",""
"BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","490069","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.8000","","4","","10","","3","","6","","6","","01-JAN-14","31-DEC-15","5.0800","","No",""
"DANVILLE REGIONAL MEDICAL CENTER","490075","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.8000","","4","","5","","5","","3","","7","","01-JAN-14","31-DEC-15","5.5800","","No",""
"MARTHA JEFFERSON HOSPITAL","490077","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.0000","","5","","4","","6","","1","","4","","01-JAN-14","31-DEC-15","4.6000","","No",""
"MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","490079","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.8000","","4","","2","","6","","4","","8","","01-JAN-14","31-DEC-15","4.3800","","No",""
"RIVERSIDE TAPPAHANNOCK HOSPITAL","490084","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.3333","","N/A","5","6","","6","","N/A","5","4","","01-JAN-14","31-DEC-15","5.4333","","No",""
"BEDFORD MEMORIAL HOSPITAL","490088","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","9.0000","","N/A","5","N/A","5","N/A","5","N/A","5","9","","01-JAN-14","31-DEC-15","8.8500","","Yes",""
"CARILION FRANKLIN MEMORIAL HOSPITAL","490089","VA","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","2.0000","","N/A","5","N/A","5","N/A","5","1","","3","","01-JAN-14","31-DEC-15","3.0500","","No",""
"SOUTHSIDE COMMUNITY HOSPITAL, INC","490090","VA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.5000","","N/A","5","4","","8","","10","","4","","01-JAN-14","31-DEC-15","6.5750","","Yes",""
"SOUTHAMPTON MEMORIAL HOSPITAL","490092","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.0000","","N/A","5","6","","10","","N/A","5","2","","01-JAN-14","31-DEC-15","5.5500","","No",""
"SENTARA CAREPLEX HOSPITAL","490093","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.8000","","9","","9","","6","","6","","9","","01-JAN-14","31-DEC-15","6.7800","","Yes",""
"BON SECOURS RICHMOND COMMUNITY HOSPITAL","490094","VA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.4500","","No",""
"SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER","490097","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.0000","","N/A","5","1","","N/A","5","N/A","5","5","","01-JAN-14","31-DEC-15","3.7500","","No",""
"COMMUNITY MEMORIAL HEALTHCENTER, INC","490098","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.0000","","1","","5","","1","","9","","4","","01-JAN-14","31-DEC-15","3.7000","","No",""
"INOVA FAIR OAKS HOSPITAL","490101","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.8000","","1","","10","","3","","2","","8","","01-JAN-14","31-DEC-15","4.2300","","No",""
"HIRAM W DAVIS MEDICAL CENTER","490104","VA","2017","N/A","1","01-JUL-13","30-JUN-15","N/A","1","10.0000","18","10","18","10","18","10","18","10","18","10","18","01-JAN-14","31-DEC-15","10.0000","18","Yes",""
"RESTON HOSPITAL CENTER","490107","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.4000","","5","","5","","6","","2","","9","","01-JAN-14","31-DEC-15","5.1900","","No",""
"LEWISGALE HOSPITAL MONTGOMERY","490110","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.2000","","5","","7","","7","","5","","7","","01-JAN-14","31-DEC-15","5.8700","","No",""
"WYTHE COUNTY COMMUNITY HOSPITAL","490111","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.0000","","N/A","5","N/A","5","9","","N/A","5","1","","01-JAN-14","31-DEC-15","4.5500","","No",""
"CJW MEDICAL CENTER","490112","VA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.2000","","8","","7","","6","","7","","8","","01-JAN-14","31-DEC-15","6.7200","","Yes",""
"SENTARA NORTHERN VIRGINIA MEDICAL CENTER","490113","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.8000","","8","","4","","5","","8","","9","","01-JAN-14","31-DEC-15","6.9800","","Yes",""
"LONESOME PINE HOSPITAL","490114","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","1","","1","","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"TWIN COUNTY REGIONAL HOSPITAL","490115","VA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.2500","","1","","3","","6","","N/A","5","3","","01-JAN-14","31-DEC-15","3.5125","","No",""
"LEWISGALE HOSPITAL PULASKI","490116","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","10.0000","","N/A","5","10","","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","8.9500","","Yes",""
"CARILION TAZEWELL COMMUNITY HOSPITAL","490117","VA","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"HENRICO DOCTORS' HOSPITAL","490118","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.2000","","4","","5","","9","","5","","8","","01-JAN-14","31-DEC-15","5.7200","","No",""
"SENTARA PRINCESS ANNE HOSPITAL","490119","VA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.6000","","5","","7","","9","","7","","5","","01-JAN-14","31-DEC-15","6.3600","","No",""
"CHESAPEAKE GENERAL HOSPITAL","490120","VA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","8.8000","","10","","10","","8","","8","","8","","01-JAN-14","31-DEC-15","8.6800","","Yes",""
"INOVA MOUNT VERNON HOSPITAL","490122","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.4000","","7","","6","","1","","4","","4","","01-JAN-14","31-DEC-15","3.8900","","No",""
"RAPPAHANNOCK GENERAL HOSPITAL","490123","VA","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.5000","","N/A","5","1","","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","6.0250","","No",""
"LEWISGALE HOSPITAL ALLEGHANY","490126","VA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.3333","","N/A","5","8","","N/A","5","1","","7","","01-JAN-14","31-DEC-15","4.9833","","No",""
"BUCHANAN GENERAL HOSPITAL","490127","VA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","1","","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"HALQUIST MEMORIAL INPATIENT CENTER","490129","VA","2017","N/A","5","01-JUL-13","30-JUN-15","N/A","5","10.0000","18","10","18","10","18","10","18","10","18","10","18","01-JAN-14","31-DEC-15","10.0000","18","Yes",""
"RIVERSIDE WALTER REED HOSPITAL","490130","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.2000","","1","","6","","2","","4","","3","","01-JAN-14","31-DEC-15","3.0200","","No",""
"BON SECOURS ST FRANCIS MEDICAL CENTER","490136","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.2000","","8","","2","","4","","1","","6","","01-JAN-14","31-DEC-15","5.0700","","No",""
"STAFFORD HOSPITAL, LLC","490140","VA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.0000","","6","","4","","9","","1","","10","","01-JAN-14","31-DEC-15","6.6000","","Yes",""
"SPOTSYLVANIA REGIONAL MEDICAL CENTER","490141","VA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","2.6000","","1","","3","","2","","3","","4","","01-JAN-14","31-DEC-15","2.3600","","No",""
"RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG","490143","VA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.0000","","N/A","5","1","","1","","N/A","5","1","","01-JAN-14","31-DEC-15","1.1500","","No",""
"NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER","490144","VA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.0000","","N/A","5","N/A","5","4","","N/A","5","2","","01-JAN-14","31-DEC-15","3.3000","","No",""
"STONESPRINGS HOSPITAL CENTER","490145","VA","2017","N/A","5","01-JUL-13","30-JUN-15","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","5","No",""
"NORTHWEST HOSPITAL","500001","WA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","7.2000","","5","","10","","9","","2","","10","","01-JAN-14","31-DEC-15","6.4200","","No",""
"PROVIDENCE ST MARY MEDICAL CENTER","500002","WA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.2000","","1","","5","","9","","10","","1","","01-JAN-14","31-DEC-15","5.6200","","No",""
"SKAGIT VALLEY HOSPITAL","500003","WA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.6000","","1","","2","","6","","7","","7","","01-JAN-14","31-DEC-15","4.9600","","No",""
"VIRGINIA MASON MEDICAL CENTER","500005","WA","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.4000","","6","","4","","5","","4","","8","","01-JAN-14","31-DEC-15","4.8900","","No",""
"ISLAND HOSPITAL","500007","WA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.0000","","N/A","5","1","","5","","N/A","5","6","","01-JAN-14","31-DEC-15","4.1500","","No",""
"UNIVERSITY OF WASHINGTON MEDICAL CTR","500008","WA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.4000","","4","","4","","4","","6","","9","","01-JAN-14","31-DEC-15","5.0400","","No",""
"HIGHLINE MEDICAL CENTER","500011","WA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","8.8000","","10","","10","","10","","7","","7","","01-JAN-14","31-DEC-15","8.2300","","Yes",""
"YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","500012","WA","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.8000","","4","","4","","8","","8","","5","","01-JAN-14","31-DEC-15","5.9800","","No",""
"PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","500014","WA","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.4000","","6","","7","","4","","3","","7","","01-JAN-14","31-DEC-15","5.9400","","No",""
"MULTICARE AUBURN MEDICAL CENTER","500015","WA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","7.6000","","5","","8","","7","","9","","9","","01-JAN-14","31-DEC-15","7.6600","","Yes",""
"CENTRAL WASHINGTON HOSPITAL","500016","WA","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","3.2000","","1","","1","","9","","2","","3","","01-JAN-14","31-DEC-15","2.8700","","No",""
"PROVIDENCE CENTRALIA HOSPITAL","500019","WA","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.2000","","8","","7","","2","","7","","2","","01-JAN-14","31-DEC-15","4.8700","","No",""
"ST CLARE HOSPITAL","500021","WA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.8000","","7","","1","","3","","8","","10","","01-JAN-14","31-DEC-15","6.4300","","No",""
"PROVIDENCE ST PETER HOSPITAL","500024","WA","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.2000","","8","","5","","2","","6","","5","","01-JAN-14","31-DEC-15","5.1700","","No",""
"SWEDISH MEDICAL CENTER / CHERRY HILL","500025","WA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.7500","","7","","10","","N/A","5","7","","7","","01-JAN-14","31-DEC-15","8.0875","","Yes",""
"SWEDISH EDMONDS HOSPITAL","500026","WA","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.0000","","3","","3","","9","","1","","9","","01-JAN-14","31-DEC-15","5.7500","","No",""
"SWEDISH MEDICAL CENTER","500027","WA","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.4000","","3","","9","","9","","4","","7","","01-JAN-14","31-DEC-15","6.6400","","Yes",""
"ST JOSEPH MEDICAL CENTER","500030","WA","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.4000","","5","","9","","4","","6","","3","","01-JAN-14","31-DEC-15","5.1900","","No",""
