Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Pain Management Floor,Pain Management Achievement Threshold,Pain Management Benchmark,Pain Management Baseline Rate,Pain Management Performance Rate,Pain Management Achievement Points,Pain Management Improvement Points,Pain Management Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE","Marion","VA","24354","SMYTH","58.14","78.19","86.61","84.79","79.47","2 out of 10","0 out of 9","2 out of 10","63.58","80.51","88.80","85.90","79.80","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","73.57","69.28","3 out of 10","0 out of 9","3 out of 10","49.53","70.28","78.33","75.42","69.45","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","63.97","62.66","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","73.37","67.94","2 out of 10","0 out of 9","2 out of 10","64.09","85.91","91.23","87.32","88.13","4 out of 10","2 out of 9","4 out of 10","35.99","70.02","84.60","77.17","70.48","1 out of 10","0 out of 9","1 out of 10","12","19"
"110132","MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET","Bainbridge","GA","39819","DECATUR","58.14","78.19","86.61","79.84","79.92","2 out of 10","0 out of 9","2 out of 10","63.58","80.51","88.80","83.34","81.50","2 out of 10","0 out of 9","2 out of 10","37.29","65.05","80.01","66.75","63.85","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","68.77","69.63","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","62.90","70.32","7 out of 10","7 out of 9","7 out of 10","44.32","65.30","79.39","70.50","72.09","5 out of 10","1 out of 9","5 out of 10","64.09","85.91","91.23","85.09","86.97","2 out of 10","3 out of 9","3 out of 10","35.99","70.02","84.60","64.41","63.57","0 out of 10","0 out of 9","0 out of 10","19","16"
"450643","DOCTORS HOSPITAL OF LAREDO","10700 MCPHERSON ROAD","Laredo","TX","78045","WEBB","58.14","78.19","86.61","76.49","75.62","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","80.56","78.31","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","63.16","56.52","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","72.36","67.19","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","62.67","62.34","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","71.04","65.28","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","84.85","83.47","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","70.70","65.81","0 out of 10","0 out of 9","0 out of 10","0","13"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","Providence","RI","02902","PROVIDENCE","58.14","78.19","86.61","77.18","77.24","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","79.99","81.58","2 out of 10","1 out of 9","2 out of 10","37.29","65.05","80.01","61.79","60.65","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","70.13","68.65","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","58.98","61.57","0 out of 10","1 out of 9","1 out of 10","44.32","65.30","79.39","60.28","61.50","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","87.11","86.68","2 out of 10","0 out of 9","2 out of 10","35.99","70.02","84.60","67.47","65.28","0 out of 10","0 out of 9","0 out of 10","5","16"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","Palatka","FL","32177","PUTNAM","58.14","78.19","86.61","74.46","72.39","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","77.93","77.01","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","56.61","53.03","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","67.61","62.00","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","60.75","51.85","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","60.22","60.29","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","81.12","83.94","0 out of 10","2 out of 9","2 out of 10","35.99","70.02","84.60","58.20","55.39","0 out of 10","0 out of 9","0 out of 10","2","9"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","Phoenix","AZ","85054","MARICOPA","58.14","78.19","86.61","85.07","87.40","10 out of 10","9 out of 9","10 out of 10","63.58","80.51","88.80","85.41","87.31","8 out of 10","5 out of 9","8 out of 10","37.29","65.05","80.01","78.21","82.29","10 out of 10","9 out of 9","10 out of 10","49.53","70.28","78.33","76.54","80.03","10 out of 10","9 out of 9","10 out of 10","41.42","62.88","73.36","69.71","71.58","8 out of 10","5 out of 9","8 out of 10","44.32","65.30","79.39","70.87","75.63","7 out of 10","5 out of 9","7 out of 10","64.09","85.91","91.23","90.54","90.94","9 out of 10","5 out of 9","9 out of 10","35.99","70.02","84.60","91.03","93.86","10 out of 10","9 out of 9","10 out of 10","72","20"
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","2808 SOUTH 143RD PLZ","Omaha","NE","68144","DOUGLAS","58.14","78.19","86.61","89.60","91.07","10 out of 10","9 out of 9","10 out of 10","63.58","80.51","88.80","88.39","88.56","9 out of 10","4 out of 9","9 out of 10","37.29","65.05","80.01","87.25","86.44","10 out of 10","0 out of 9","10 out of 10","49.53","70.28","78.33","78.44","79.12","10 out of 10","9 out of 9","10 out of 10","41.42","62.88","73.36","75.73","76.80","10 out of 10","9 out of 9","10 out of 10","44.32","65.30","79.39","83.06","83.59","10 out of 10","9 out of 9","10 out of 10","64.09","85.91","91.23","94.33","93.80","10 out of 10","0 out of 9","10 out of 10","35.99","70.02","84.60","92.99","91.00","10 out of 10","0 out of 9","10 out of 10","79","20"
"100291","WUESTHOFF MEDICAL CENTER-MELBOURNE","250 NORTH WICKHAM ROAD","Melbourne","FL","32935","BREVARD","58.14","78.19","86.61","68.79","70.68","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","66.39","63.67","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","54.05","52.69","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","62.88","61.90","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","55.08","53.31","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","62.41","67.66","2 out of 10","3 out of 9","3 out of 10","64.09","85.91","91.23","76.42","85.41","0 out of 10","6 out of 9","6 out of 10","35.99","70.02","84.60","54.67","59.13","0 out of 10","1 out of 9","1 out of 10","11","0"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","Chicago","IL","60621","COOK","58.14","78.19","86.61","63.54","66.25","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","70.93","73.03","0 out of 10","1 out of 9","1 out of 10","37.29","65.05","80.01","45.19","49.01","0 out of 10","1 out of 9","1 out of 10","49.53","70.28","78.33","59.94","60.15","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","51.56","56.07","0 out of 10","2 out of 9","2 out of 10","44.32","65.30","79.39","62.26","65.05","0 out of 10","1 out of 9","1 out of 10","64.09","85.91","91.23","74.92","73.54","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","45.93","46.74","0 out of 10","0 out of 9","0 out of 10","6","6"
"060116","GOOD SAMARITAN MEDICAL CENTER","200 EXEMPLA CIRCLE","Lafayette","CO","80026","BOULDER","58.14","78.19","86.61","75.95","77.74","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","80.07","80.33","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","61.61","61.74","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","68.64","67.96","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","64.62","65.36","3 out of 10","0 out of 9","3 out of 10","44.32","65.30","79.39","65.35","63.93","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","90.15","90.71","9 out of 10","5 out of 9","9 out of 10","35.99","70.02","84.60","76.12","75.88","4 out of 10","0 out of 9","4 out of 10","17","17"
"420103","PELHAM MEDICAL CENTER","250 WESTMORELAND ROAD","Greer","SC","29651","GREENVILLE","58.14","78.19","86.61","82.37","81.99","5 out of 10","0 out of 9","5 out of 10","63.58","80.51","88.80","87.06","84.16","4 out of 10","0 out of 9","4 out of 10","37.29","65.05","80.01","71.78","70.34","4 out of 10","0 out of 9","4 out of 10","49.53","70.28","78.33","73.14","71.69","2 out of 10","0 out of 9","2 out of 10","41.42","62.88","73.36","65.09","70.47","7 out of 10","6 out of 9","7 out of 10","44.32","65.30","79.39","79.65","74.60","6 out of 10","0 out of 9","6 out of 10","64.09","85.91","91.23","89.31","90.54","8 out of 10","6 out of 9","8 out of 10","35.99","70.02","84.60","80.55","81.23","7 out of 10","1 out of 9","7 out of 10","43","20"
"050636","POMERADO HOSPITAL","15615 POMERADO ROAD","Poway","CA","92064","SAN DIEGO","58.14","78.19","86.61","76.94","79.09","1 out of 10","2 out of 9","2 out of 10","63.58","80.51","88.80","82.27","82.30","2 out of 10","0 out of 9","2 out of 10","37.29","65.05","80.01","70.30","67.96","2 out of 10","0 out of 9","2 out of 10","49.53","70.28","78.33","75.88","72.92","3 out of 10","0 out of 9","3 out of 10","41.42","62.88","73.36","63.77","60.75","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","55.18","58.54","0 out of 10","1 out of 9","1 out of 10","64.09","85.91","91.23","81.87","84.00","0 out of 10","2 out of 9","2 out of 10","35.99","70.02","84.60","67.19","70.85","1 out of 10","2 out of 9","2 out of 10","14","13"
"450137","BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER","1400 EIGHTH AVE","Fort Worth","TX","76104","TARRANT","58.14","78.19","86.61","79.98","78.56","1 out of 10","0 out of 9","1 out of 10","63.58","80.51","88.80","79.74","78.16","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","62.20","62.80","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","72.16","69.69","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","62.20","62.65","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","67.26","63.63","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","84.99","85.82","0 out of 10","1 out of 9","1 out of 10","35.99","70.02","84.60","75.89","72.62","2 out of 10","0 out of 9","2 out of 10","4","17"
"140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","5101 S WILLOW SPRINGS RD","La Grange","IL","60525","COOK","58.14","78.19","86.61","83.88","83.28","6 out of 10","0 out of 9","6 out of 10","63.58","80.51","88.80","83.17","82.17","2 out of 10","0 out of 9","2 out of 10","37.29","65.05","80.01","75.89","78.64","9 out of 10","6 out of 9","9 out of 10","49.53","70.28","78.33","75.82","76.76","8 out of 10","3 out of 9","8 out of 10","41.42","62.88","73.36","67.01","69.49","6 out of 10","3 out of 9","6 out of 10","44.32","65.30","79.39","70.12","68.48","3 out of 10","0 out of 9","3 out of 10","64.09","85.91","91.23","87.29","90.79","9 out of 10","8 out of 9","9 out of 10","35.99","70.02","84.60","78.14","77.56","5 out of 10","0 out of 9","5 out of 10","48","20"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","Kingman","AZ","86409","MOHAVE","58.14","78.19","86.61","76.17","77.76","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","72.93","75.65","0 out of 10","1 out of 9","1 out of 10","37.29","65.05","80.01","64.58","69.94","3 out of 10","3 out of 9","3 out of 10","49.53","70.28","78.33","68.78","70.59","1 out of 10","1 out of 9","1 out of 10","41.42","62.88","73.36","59.09","63.63","1 out of 10","3 out of 9","3 out of 10","44.32","65.30","79.39","64.99","65.68","1 out of 10","0 out of 9","1 out of 10","64.09","85.91","91.23","84.70","85.32","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","67.89","68.56","0 out of 10","0 out of 9","0 out of 10","10","14"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","Gary","IN","46402","LAKE","58.14","78.19","86.61","83.08","81.34","4 out of 10","0 out of 9","4 out of 10","63.58","80.51","88.80","80.21","76.75","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","71.47","65.96","1 out of 10","0 out of 9","1 out of 10","49.53","70.28","78.33","77.14","71.05","1 out of 10","0 out of 9","1 out of 10","41.42","62.88","73.36","65.26","71.11","8 out of 10","7 out of 9","8 out of 10","44.32","65.30","79.39","67.34","65.47","1 out of 10","0 out of 9","1 out of 10","64.09","85.91","91.23","84.54","82.88","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","72.66","70.92","1 out of 10","0 out of 9","1 out of 10","16","15"
"040022","NORTHWEST MEDICAL CENTER-SPRINGDALE","609 WEST MAPLE AVENUE","Springdale","AR","72764","WASHINGTON","58.14","78.19","86.61","73.28","75.03","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","77.21","77.88","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","55.73","59.68","0 out of 10","1 out of 9","1 out of 10","49.53","70.28","78.33","66.10","68.77","0 out of 10","2 out of 9","2 out of 10","41.42","62.88","73.36","58.80","62.03","0 out of 10","2 out of 9","2 out of 10","44.32","65.30","79.39","65.87","66.91","2 out of 10","0 out of 9","2 out of 10","64.09","85.91","91.23","85.48","87.15","3 out of 10","2 out of 9","3 out of 10","35.99","70.02","84.60","66.53","70.47","1 out of 10","2 out of 9","2 out of 10","13","16"
"490020","JOHN RANDOLPH MEDICAL CENTER","411 WEST RANDOLPH ROAD","Hopewell","VA","23860","HOPEWELL CITY","58.14","78.19","86.61","74.88","75.41","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","81.28","78.38","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","56.51","58.25","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","65.54","65.96","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","60.65","64.21","2 out of 10","2 out of 9","2 out of 10","44.32","65.30","79.39","69.93","69.80","3 out of 10","0 out of 9","3 out of 10","64.09","85.91","91.23","84.83","87.02","2 out of 10","3 out of 9","3 out of 10","35.99","70.02","84.60","61.51","61.04","0 out of 10","0 out of 9","0 out of 10","8","14"
"370202","HILLCREST HOSPITAL SOUTH","8801 SOUTH 101ST EAST AVENUE","Tulsa","OK","74133","TULSA","58.14","78.19","86.61","72.75","74.28","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","77.96","78.46","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","60.31","59.87","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","66.78","64.69","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","55.41","57.52","0 out of 10","1 out of 9","1 out of 10","44.32","65.30","79.39","63.36","63.84","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","85.68","84.84","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","64.91","69.44","0 out of 10","2 out of 9","2 out of 10","4","14"
"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","Beverly","MA","01915","ESSEX","58.14","78.19","86.61","81.80","76.72","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","78.31","77.57","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","64.52","61.11","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","71.77","64.30","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","64.80","61.06","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","58.98","57.71","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","86.28","87.67","3 out of 10","2 out of 9","3 out of 10","35.99","70.02","84.60","69.89","66.85","0 out of 10","0 out of 9","0 out of 10","3","12"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","Homestead","FL","33033","DADE","58.14","78.19","86.61","81.54","80.13","3 out of 10","0 out of 9","3 out of 10","63.58","80.51","88.80","82.47","76.58","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","66.12","67.60","2 out of 10","1 out of 9","2 out of 10","49.53","70.28","78.33","74.43","72.52","3 out of 10","0 out of 9","3 out of 10","41.42","62.88","73.36","70.34","63.70","1 out of 10","0 out of 9","1 out of 10","44.32","65.30","79.39","77.58","75.27","7 out of 10","0 out of 9","7 out of 10","64.09","85.91","91.23","84.64","83.27","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","77.13","72.47","2 out of 10","0 out of 9","2 out of 10","18","15"
"280134","KEARNEY REGIONAL MEDICAL CENTER","804 22ND AVENUE","Kearney","NE","68845","BUFFALO","58.14","78.19","86.61","Not Available","82.54","5 out of 10","Not Available","5 out of 10","63.58","80.51","88.80","Not Available","82.78","3 out of 10","Not Available","3 out of 10","37.29","65.05","80.01","Not Available","73.43","6 out of 10","Not Available","6 out of 10","49.53","70.28","78.33","Not Available","72.51","3 out of 10","Not Available","3 out of 10","41.42","62.88","73.36","Not Available","66.93","4 out of 10","Not Available","4 out of 10","44.32","65.30","79.39","Not Available","76.42","8 out of 10","Not Available","8 out of 10","64.09","85.91","91.23","Not Available","87.00","2 out of 10","Not Available","2 out of 10","35.99","70.02","84.60","Not Available","78.08","5 out of 10","Not Available","5 out of 10","36","20"
"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","Seneca","PA","16346","VENANGO","58.14","78.19","86.61","74.97","76.88","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","79.12","77.47","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","60.17","59.88","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","63.34","65.31","0 out of 10","1 out of 9","1 out of 10","41.42","62.88","73.36","60.05","56.41","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","61.03","63.52","0 out of 10","1 out of 9","1 out of 10","64.09","85.91","91.23","86.52","85.86","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","62.15","62.38","0 out of 10","0 out of 9","0 out of 10","3","13"
"490144","NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER","15225 HEALTHCOTE BOULEVARD","Haymarket","VA","20169","PRINCE WILLIAM","58.14","78.19","86.61","Not Available","81.88","4 out of 10","Not Available","4 out of 10","63.58","80.51","88.80","Not Available","83.21","3 out of 10","Not Available","3 out of 10","37.29","65.05","80.01","Not Available","69.57","3 out of 10","Not Available","3 out of 10","49.53","70.28","78.33","Not Available","74.17","5 out of 10","Not Available","5 out of 10","41.42","62.88","73.36","Not Available","66.68","4 out of 10","Not Available","4 out of 10","44.32","65.30","79.39","Not Available","79.13","9 out of 10","Not Available","9 out of 10","64.09","85.91","91.23","Not Available","87.33","3 out of 10","Not Available","3 out of 10","35.99","70.02","84.60","Not Available","79.57","6 out of 10","Not Available","6 out of 10","37","20"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","Bronx","NY","10467","BRONX","58.14","78.19","86.61","68.74","71.53","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","79.19","79.70","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","52.29","53.44","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","61.55","59.98","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","54.99","52.74","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","65.77","64.46","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","76.31","78.73","0 out of 10","1 out of 9","1 out of 10","35.99","70.02","84.60","60.87","61.04","0 out of 10","0 out of 9","0 out of 10","2","10"
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400","Chicago","IL","60612","COOK","58.14","78.19","86.61","69.87","72.76","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","75.38","75.45","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","55.64","58.26","0 out of 10","1 out of 9","1 out of 10","49.53","70.28","78.33","60.43","63.32","0 out of 10","1 out of 9","1 out of 10","41.42","62.88","73.36","52.57","58.93","0 out of 10","3 out of 9","3 out of 10","44.32","65.30","79.39","57.79","57.65","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","79.29","78.20","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","58.13","60.40","0 out of 10","0 out of 9","0 out of 10","6","12"
"450860","SUGAR LAND SURGICAL HOSPITAL LLP","16906 SOUTHWEST FREEWAY","Sugar Land","TX","77478","FORT BEND","58.14","78.19","86.61","95.81","93.75","10 out of 10","0 out of 9","10 out of 10","63.58","80.51","88.80","87.08","87.72","8 out of 10","3 out of 9","8 out of 10","37.29","65.05","80.01","93.50","91.68","10 out of 10","0 out of 9","10 out of 10","49.53","70.28","78.33","81.82","84.61","10 out of 10","9 out of 9","10 out of 10","41.42","62.88","73.36","82.44","80.42","10 out of 10","0 out of 9","10 out of 10","44.32","65.30","79.39","89.01","90.57","10 out of 10","9 out of 9","10 out of 10","64.09","85.91","91.23","92.18","91.57","10 out of 10","0 out of 9","10 out of 10","35.99","70.02","84.60","91.21","91.10","10 out of 10","0 out of 9","10 out of 10","78","20"
