ASC_Name,Provider_ID,NPI,City,State,Zip_Code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date
"Lowcountry Surgery Center, LLC",42C0001082,1740562677,Charleston,SC,29407,2015,0.739,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,1951,0,1951,0,0,0,0,0,0,,01/01/2015,12/31/2015,97.50,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"York County Endoscopy Center, LLC",42C0001080,1760818710,Rock Hill,SC,29732,2015,0.000,,0.000,,0.000,,1.647,,,N/A (5),01/01/2015,12/31/2015,Yes,,3440,3440,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.45,,2015/2016,68.69,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Carolina Coast Surgery Center,42C0001087,1780076885,Murrells Inlet,SC,29576,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Mcleod Regional Medical Center of The Pee Dee, Inc.",42C0001002,1790876902,Florence,SC,29506,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1523,0,1523,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"South Carolina Endoscopy Center - Northeast, LLC",42C0001048,1801827993,Columbia,SC,29203,2015,0.000,,1.419,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,6562,6562,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,81.58,,2015/2016,92.46,,47.04,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Spartanburg Urology Surgicenter, LP",42C0001023,1811076623,Spartanburg,SC,29303,2015,0.000,,0.000,,0.000,,1.134,,975.00,,01/01/2015,12/31/2015,Yes,,4644,0,0,0,4084,560,0,0,0,,01/01/2015,12/31/2015,27.27,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Low Country Outpatient Surgery Center, LLC",42C0001061,1821066200,Summerville,SC,29485,2015,0.000,,0.386,,0.000,,0.386,,990.29,,01/01/2015,12/31/2015,Yes,,10449,0,0,1,0,1124,0,9324,0,,01/01/2015,12/31/2015,87.65,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Berkeley Endoscopy Center,42C0001071,1841395621,Columbia,SC,29229,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2418,2418,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,46.67,,2015/2016,100.0,,58.82,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Center for Colon and Digestive Diseases, LLC",42C0001085,1881094894,Aiken,SC,29801,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1412,1412,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,71.24,,4.85,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Midlands Orthopaedics Surgery Center,42C0001068,1881620466,Columbia,SC,29201,2015,0.000,,0.000,,0.000,,1.852,,1000.0,,01/01/2015,12/31/2015,Yes,,3917,0,0,37,0,3499,0,381,0,,01/01/2015,12/31/2015,37.18,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Anmed Enterprises Inc.- Upstate Endoscopy Center Inc., LLC",42C0001055,1881645810,Anderson,SC,29621,2015,0.000,,0.000,,0.000,,0.000,,88.24,,01/01/2015,12/31/2015,Yes,,5912,5912,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,79.17,,86.46,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Trident Ambulatory Surgery Center, L.P.",42C0001021,1922061456,Charleston,SC,29406,2015,0.000,,0.000,,0.000,,0.000,,993.56,,01/01/2015,12/31/2015,Yes,,2767,978,442,16,150,837,19,325,0,,01/01/2015,12/31/2015,97.37,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Ambulatory Surgical Center of Aiken, LLC dba The Surgery Center of Aiken, LLC",42C0001066,1932132065,Aiken,SC,29801,2015,0.000,,0.000,,0.000,,0.000,,984.13,,01/01/2015,12/31/2015,Yes,,4846,2517,381,12,6,414,0,1496,20,,01/01/2015,12/31/2015,91.67,,2015/2016,46.63,,12.50,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Greenville Endoscopy Center, Inc",42C0001022,1932204971,Greenville,SC,29601,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,7939,7939,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,90.48,,2015/2016,79.37,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Rivertown Surgery Center,42C0001045,1932274743,Conway,SC,29526,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,391,0,0,0,332,59,0,0,0,,01/01/2015,12/31/2015,78.57,,2015/2016,21.82,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"The Center for Orthopaedic Surgery, LLC",42C0001072,1942367636,Rock Hill,SC,29732,2015,0.000,,0.000,,0.000,,0.000,,995.15,,01/01/2015,12/31/2015,Yes,,2588,0,0,0,0,735,0,1853,0,,01/01/2015,12/31/2015,94.74,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Casc Acquisition Inc. dba Carolina Ambulatory Surgery Center,42C0001069,1952336521,Aiken,SC,29801,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3101,0,3101,0,0,0,0,0,0,,01/01/2015,12/31/2015,80.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Palmetto Endoscopy Suite,42C0001081,1972808186,Columbia,SC,29201,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3969,3969,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,84.02,,23.03,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Laser & Skin Surgery CTR. LLC,42C0001036,1982783270,Hilton Head Island,SC,29926,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1548,0,0,1548,0,0,0,0,0,,01/01/2015,12/31/2015,0.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Avera Endoscopy/ Surgical Center,43C0001018,1033195912,Aberdeen,SD,57401,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2911,2797,0,114,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,90.34,,59.88,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Cj Elmwood Partners, LP",43C0001008,1093792244,Sioux Falls,SD,57105,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,731,0,677,54,0,0,0,0,0,,01/01/2015,12/31/2015,85.71,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Yankton Medical Clinic Ambulatory Surgery Center,43C0001006,1174502561,Yankton,SD,57078,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,1407,1143,0,4,89,122,8,41,0,,01/01/2015,12/31/2015,98.75,,2015/2016,95.83,,79.21,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Innovative Procedural Center,43C0001020,1184660151,Watertown,SD,57201,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,1119,0,0,0,0,55,0,1064,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Isurgery, LLC",43C0001025,1194960732,Aberdeen,SD,57401,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,866,0,866,0,0,0,0,0,0,,01/01/2015,12/31/2015,66.67,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Vance Thompson Vision Surgery Center, Prof LLC",43C0001027,1205171295,Sioux Falls,SD,57108,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,6351,0,6142,209,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Black Hills Regional Eye Surgery Center, LLC",43C0001003,1346220183,Rapid City,SD,57701,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3134,0,3066,63,0,5,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Prairie States Surgical Center,43C0001017,1427009034,Sioux Falls,SD,57103,2015,0.000,,6.024,,0.000,,6.024,,990.00,,01/01/2015,12/31/2015,Yes,,1600,0,0,0,0,1600,0,0,0,,01/01/2015,12/31/2015,97.92,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Pine Ridge Indian Health Service Hospital,,1497786412,Pine Ridge,SD,57770,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Usc Ambulatory Surgical Center, Prof. LLC",43C0001024,1518129576,Sioux Falls,SD,57108,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3289,0,0,0,3289,0,0,0,0,,01/01/2015,12/31/2015,95.83,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Brookings Ambulatory Surgery Center,43C0001021,1609965961,Brookings,SD,57006,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,0,0,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"The Endoscopy Center, Inc.",43C0001015,1659420727,Rapid City,SD,57701,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,5948,5948,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,78.95,,2015/2016,98.05,,97.23,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Plastic Surgical Center of Rapid City, Prof. LLC",43C0001026,1760465207,Rapid City,SD,57701,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,6,0,1,5,0,0,0,0,0,,01/01/2015,12/31/2015,94.44,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ophthalmology LTD Eye Surgery Center,43C0001016,1871581876,Sioux Falls,SD,57108,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,3844,0,3461,383,0,0,0,0,0,,01/01/2015,12/31/2015,97.22,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Sanford Health - Sanford Clinic Aberdeen Surgical Center,43C0001023,1922171461,Sioux Falls,SD,57108,2015,5.917,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,685,685,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,92.31,,93.75,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Sanford Clinic Watertown Surgical Center,43C0001028,1932451028,Watertown,SD,57201,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,703,703,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,92.19,,95.00,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Siouxland Urology Center,43C0001019,1952321416,Dakota Dunes,SD,57049,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,3024,0,0,0,3024,0,0,0,0,,01/01/2015,12/31/2015,90.91,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Slingsby & Wright Eye Surgery & Laser Center,43C0001004,1952325227,Rapid City,SD,57701,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2245,0,2245,0,0,0,0,0,0,,01/01/2015,12/31/2015,69.23,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Physicians Surgery Center of Chattanooga,44C0001060,1003861998,Chattanooga,TN,37412,2015,0.000,,0.000,,0.000,,0.813,,970.59,,01/01/2015,12/31/2015,Yes,,3686,1354,2077,194,39,22,0,0,0,,01/01/2015,12/31/2015,67.74,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Memphis Surgery Center,44C0001004,1003871104,Memphis,TN,38119,2015,0.000,,0.000,,0.000,,1.815,,1000.0,,01/01/2015,12/31/2015,Yes,,1492,37,635,62,0,612,0,70,76,,01/01/2015,12/31/2015,73.87,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Clearer Vision, LLC",44C0001108,1013096700,Cookeville,TN,38501,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2533,0,2533,0,0,0,0,0,0,,01/01/2015,12/31/2015,88.89,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bristol Surgery Center,44C0001006,1013964063,Bristol,TN,37620,2015,0.000,,0.000,,0.000,,0.000,,923.08,,01/01/2015,12/31/2015,Yes,,2256,1,25,8,0,56,0,2164,2,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Sca Nashville Surgery Center, LLC",44C0001042,1013972066,Nashville,TN,37203,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Eye Surgery Center of East Tennessee,44C0001064,1013997915,Knoxville,TN,37909,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,4348,0,4003,345,0,0,0,0,0,,01/01/2015,12/31/2015,85.71,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Cape Surgery Center,44C0001157,1023039195,Dyersburg,TN,38024,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3244,0,3244,0,0,0,0,0,0,,01/01/2015,12/31/2015,42.86,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Mays and Schnapp Pain Clinic and Rehabilitation Center,44C0001053,1023182581,Memphis,TN,38120,2015,0.000,,0.536,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,14742,0,0,0,0,2302,0,12440,0,,01/01/2015,12/31/2015,77.78,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Advanced Family Surgery Center,44C0001098,1033105960,Oak Ridge,TN,37830,2015,0.000,,0.000,,0.000,,0.000,,996.56,,01/01/2015,12/31/2015,Yes,,1582,29,1,5,2,843,0,335,367,,01/01/2015,12/31/2015,68.18,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Parkwest Surgery Center,44C0001112,1033154851,Knoxville,TN,37923,2015,0.000,,0.000,,0.000,,0.000,,997.59,,01/01/2015,12/31/2015,Yes,,8233,15,0,6,3,2438,0,4946,825,,01/01/2015,12/31/2015,81.71,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Radiosurgical Center of Memphis,44C0001063,1033235619,Memphis,TN,38104,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Germantown Surgery Center Meth.,44C0001069,1053381236,Germantown,TN,38138,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,4706,14,832,189,12,854,52,1867,886,,01/01/2015,12/31/2015,98.99,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Jackson Ophthalmology ASC, LLC",44C0001062,1053385856,Jackson,TN,38305,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,5731,0,3350,232,0,853,0,1296,0,,01/01/2015,12/31/2015,6.67,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Kingsport Ambulatory Surgery Center, LLC",44C0001095,1053404574,Kingsport,TN,37660,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,2253,15,30,10,6,656,0,1492,44,,01/01/2015,12/31/2015,97.30,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Cener for Digestive Wellness,44C0001122,1063437994,Kingsport,TN,37663,2015,0.000,,0.000,,0.000,,3.552,,,N/A (5),01/01/2015,12/31/2015,Yes,,3403,3403,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,66.67,,2015/2016,71.43,,32.94,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"The Nashville Tennessee Ophthalmology ASC, LLC",44C0001121,1063452423,Goodlettsville,TN,37072,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3587,0,3587,0,0,0,0,0,0,,01/01/2015,12/31/2015,85.19,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Tennessee Endoscopy Center,44C0001044,1073593109,Maryville,TN,37804,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,7362,7362,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,82.61,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Urology Surgery Center, LP",44C0001013,1073598066,Nashville,TN,37209,2015,0.444,,0.443,,0.000,,0.886,,957.89,,01/01/2015,12/31/2015,Yes,,6281,0,0,0,6281,0,0,0,0,,01/01/2015,12/31/2015,86.87,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Lebonheur East Surgery Center II LP,44C0001037,1073763652,Memphis,TN,38120,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,267,122,1,6,9,10,0,0,119,,01/01/2015,12/31/2015,98.80,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Wartburg Surgery Center,44C0001114,1104055425,Wartburg,TN,37887,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,714,714,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,11.11,,17.46,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maury Regional Surgery Center,44C0001186,1114260254,Spring Hill,TN,37174,2015,0.000,,0.000,,0.000,,0.000,,884.62,,01/01/2015,12/31/2015,Yes,,566,8,71,0,1,47,436,3,0,,01/01/2015,12/31/2015,87.80,,2015/2016,,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Premier ASC, LLC",44C0001139,1114291440,Nashville,TN,37211,2015,0.000,,0.000,,0.000,,0.000,,949.15,,01/01/2015,12/31/2015,Yes,,2868,0,0,2,0,1127,0,1739,0,,01/01/2015,12/31/2015,54.17,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Surgery Center of Middle Tennessee,44C0001093,1114990231,Columbia,TN,38401,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,5421,0,1364,20,0,1222,0,2815,0,,01/01/2015,12/31/2015,81.13,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maryville Surgical Center LLC,44C0001086,1134120280,Maryville,TN,37804,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Physicians Surgery Center of Knoxville,44C0001000,1134126097,Knoxville,TN,37916,2015,0.000,,1.129,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,4750,95,516,84,0,1287,8,2718,42,,01/01/2015,12/31/2015,73.99,,2015/2016,,N/A (1),,N/A (1),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Clarksville Eye Surgery Center,44C0001170,1144482753,Clarksville,TN,37040,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1644,0,1644,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
North Surgery Center LP,44C0001082,1154391340,Memphis,TN,38128,2015,0.000,,0.000,,0.000,,0.000,,964.29,,01/01/2015,12/31/2015,Yes,,3295,0,1380,16,0,599,0,1281,19,,01/01/2015,12/31/2015,45.04,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Surgical Services PC,44C0001033,1154433886,Sweetwater,TN,37874,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Saint Francis Surgery Center,44C0001140,1164458634,Memphis,TN,38119,2015,0.000,,0.000,,0.000,,0.711,,1000.0,,01/01/2015,12/31/2015,Yes,,6627,1416,335,25,89,1677,0,2937,148,,01/01/2015,12/31/2015,88.24,,2015/2016,87.05,,69.79,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Endoscopy Center of Northeast Tennessee,44C0001030,1164488219,Johnson City,TN,37604,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5307,5307,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,80.00,,2015/2016,90.78,,89.11,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Midsouth Interventional Pain Institute, LLC",44C0001176,1164734232,Germantown,TN,38138,2015,0.901,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5262,0,0,0,0,1,0,5261,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Crossraods Surgery Center,44C0001158,1174679054,Brentwood,TN,37027,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,520,0,0,0,0,520,0,0,0,,01/01/2015,12/31/2015,11.76,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Hermitage TN Endoscopy ASC, LLC",44C0001083,1174859516,Hermitage,TN,37076,2015,0.000,,0.000,,0.000,,3.851,,,N/A (5),01/01/2015,12/31/2015,Yes,,5683,5683,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,75.86,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Sapling Grove Ambulatory Surgery Center,44C0001107,1215978945,Bristol,TN,37620,2015,0.000,,0.000,,0.000,,0.000,,985.40,,01/01/2015,12/31/2015,Yes,,2774,1829,2,0,0,678,0,240,25,,01/01/2015,12/31/2015,83.33,,2015/2016,29.13,,83.04,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
St. Thomas Medical Group Endoscopy Center LLC,44C0001031,1225039761,Nashville,TN,37205,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,4184,4184,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,96.15,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Pcet Surgery Center,44C0001181,1225387640,Knoxville,TN,37909,2015,0.000,,0.000,,0.000,,0.000,,880.00,,01/01/2015,12/31/2015,Yes,,2043,0,0,0,0,0,0,2043,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
