Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
"520100","BELOIT MEMORIAL HOSPITAL","1969 W HART RD","Beloit","WI","53511","ROCK","0.777936","0.547889","0.949584","0.495464","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.779","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.820","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.751","0.000","0.000","0.894","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.264","1.446","0 out of 10","0 out of 9","0 out of 10"
"520102","AURORA LAKELAND MEDICAL CENTER","W3985 COUNTY ROAD NN","Elkhorn","WI","53121","WALWORTH","0.777936","0.547889","0.991243","0.400117","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.708","3.008","0 out of 10","0 out of 9","0 out of 10","Not Available","0.751","0.000","0.718","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.826","1.003","0 out of 10","0 out of 9","0 out of 10"
"520103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL RD","Menomonee Falls","WI","53051","WAUKESHA","0.777936","0.547889","0.748721","0.529770","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.823","0.495","0 out of 10","3 out of 9","3 out of 10","0.845","0.000","0.719","1.503","0 out of 10","0 out of 9","0 out of 10","7 out of 10","0.751","0.000","0.741","0.000","10 out of 10","9 out of 9","10 out of 10","0.698","0.000","Not Available","0.980","0 out of 10","Not Available","0 out of 10","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","1.046","1.004","0 out of 10","0 out of 9","0 out of 10"
"520107","HOLY FAMILY MEMORIAL","2300 WESTERN AVE","Manitowoc","WI","54221","MANITOWOC","0.777936","0.547889","1.058769","0.534580","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.224","0.787","0 out of 10","3 out of 9","3 out of 10"
"520109","MILE BLUFF MEDICAL CENTER","1050 DIVISION ST","Mauston","WI","53948","JUNEAU","0.777936","0.547889","0.959564","0.618060","7 out of 10","8 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.808","1.377","0 out of 10","0 out of 9","0 out of 10"
"520113","BAY AREA MEDICAL CENTER","3100 SHORE DRIVE","Marinette","WI","54143","MARINETTE","0.777936","0.547889","0.697323","0.359603","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","0.706","2 out of 10","0 out of 9","2 out of 10","Not Available","0.751","0.000","0.621","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.801","1.285","0 out of 10","0 out of 9","0 out of 10"
"520116","WATERTOWN REGIONAL MEDICAL CENTER","125 HOSPITAL DRIVE","Watertown","WI","53098","DODGE","0.777936","0.547889","0.722740","0.566795","9 out of 10","8 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.751","0.000","0.000","0.808","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.826","0.000","10 out of 10","9 out of 9","10 out of 10"
"520136","WHEATON FRANCISCAN ST JOSEPH","5000 W CHAMBERS ST","Milwaukee","WI","53210","MILWAUKEE","0.777936","0.547889","1.113684","0.933976","0 out of 10","3 out of 9","3 out of 10","0.457","0.000","0.980","0.770","0 out of 10","2 out of 9","2 out of 10","0.845","0.000","1.567","0.329","6 out of 10","7 out of 9","7 out of 10","0 out of 10","0.751","0.000","0.424","0.830","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.888","1.601","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.449","0.197","7 out of 10","5 out of 9","7 out of 10","0.750","0.000","0.664","1.047","0 out of 10","0 out of 9","0 out of 10"
"520138","AURORA ST LUKES MEDICAL CENTER","2900 W OKLAHOMA AVE","Milwaukee","WI","53215","MILWAUKEE","0.777936","0.547889","0.774444","0.579131","8 out of 10","8 out of 9","8 out of 10","0.457","0.000","0.379","0.427","1 out of 10","0 out of 9","1 out of 10","0.845","0.000","1.050","0.708","2 out of 10","3 out of 9","3 out of 10","6 out of 10","0.751","0.000","1.306","0.480","4 out of 10","6 out of 9","6 out of 10","0.698","0.000","2.624","1.328","0 out of 10","4 out of 9","4 out of 10","0.799","0.000","0.516","0.369","5 out of 10","2 out of 9","5 out of 10","0.750","0.000","1.000","1.115","0 out of 10","0 out of 9","0 out of 10"
"520139","AURORA WEST ALLIS MEDICAL CENTER","8901 W LINCOLN AVE","West Allis","WI","53227","MILWAUKEE","0.777936","0.547889","0.719571","0.608092","7 out of 10","6 out of 9","7 out of 10","0.457","0.000","0.463","0.502","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.396","0.396","5 out of 10","0 out of 9","5 out of 10","4 out of 10","0.751","0.000","0.260","0.371","5 out of 10","0 out of 9","5 out of 10","0.698","0.000","1.992","1.278","0 out of 10","3 out of 9","3 out of 10","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","0.470","0.566","3 out of 10","0 out of 9","3 out of 10"
"520160","THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC","1818 N MEADE ST","Appleton","WI","54911","OUTAGAMIE","0.777936","0.547889","1.409700","0.505123","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.535","1.377","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.002","0.482","4 out of 10","5 out of 9","5 out of 10","5 out of 10","0.751","0.000","1.504","0.715","1 out of 10","5 out of 9","5 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","2.315","0.688","2 out of 10","7 out of 9","7 out of 10","0.750","0.000","0.450","1.181","0 out of 10","0 out of 9","0 out of 10"
"520177","FROEDTERT MEMORIAL LUTHERAN HOSPITAL","9200 W WISCONSIN AVE","Milwaukee","WI","53226","MILWAUKEE","0.777936","0.547889","0.758647","0.514857","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.327","0.361","2 out of 10","0 out of 9","2 out of 10","0.845","0.000","1.101","0.620","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0.751","0.000","1.751","1.691","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.000","0.775","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.568","0.732","1 out of 10","0 out of 9","1 out of 10","0.750","0.000","1.223","1.411","0 out of 10","0 out of 9","0 out of 10"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","Kenosha","WI","53142","KENOSHA","0.777936","0.547889","1.224524","0.552145","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","0.000","1.286","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.068","0.505","4 out of 10","5 out of 9","5 out of 10","4 out of 10","0.751","0.000","0.000","1.169","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.624","0.000","10 out of 10","9 out of 9","10 out of 10","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.427","0.834","0 out of 10","0 out of 9","0 out of 10"
"520193","AURORA BAYCARE MEDICAL CTR","2845 GREENBRIER RD","Green Bay","WI","54313","BROWN","0.777936","0.547889","0.953566","0.535820","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.354","3 out of 10","0 out of 9","3 out of 10","0.845","0.000","2.310","0.913","0 out of 10","6 out of 9","6 out of 10","0 out of 10","0.751","0.000","0.559","1.068","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","1.122","0 out of 10","Not Available","0 out of 10","0.799","0.000","0.000","0.759","1 out of 10","0 out of 9","1 out of 10","0.750","0.000","0.891","1.074","0 out of 10","0 out of 9","0 out of 10"
"520194","ORTHOPAEDIC HOSPITAL OF WISCONSIN","475 W RIVER WOODS PKWY","Glendale","WI","53212","MILWAUKEE","0.777936","0.547889","0.739298","0.527192","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"520196","OAKLEAF SURGICAL HOSPITAL","1000 OAKLEAF WAY","Altoona","WI","54720","EAU CLAIRE","0.777936","0.547889","0.713879","0.562887","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"520198","AURORA MEDICAL CTR OSHKOSH","855 N WESTHAVEN DRIVE","Oshkosh","WI","54904","WINNEBAGO","0.777936","0.547889","0.996582","0.460713","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.475","4 out of 10","0 out of 9","4 out of 10"
"520202","ST CLARES HOSPITAL OF WESTON","3400 MINISTRY PARKWAY","Weston","WI","54476","MARATHON","0.777936","0.547889","0.658801","0.748537","2 out of 10","0 out of 9","2 out of 10","0.457","0.000","0.443","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.474","0.597","3 out of 10","0 out of 9","3 out of 10","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.421","1.101","0 out of 10","2 out of 9","2 out of 10"
"520204","WHEATON FRANCISCAN HEALTHCARE FRANKLIN","10101 SOUTH 27TH ST","Franklin","WI","53132","MILWAUKEE","0.777936","0.547889","0.723427","0.543342","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.947","0.884","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.751","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.861","1.641","0 out of 10","0 out of 9","0 out of 10"
"520205","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","10101 SOUTH 27TH ST  2ND FLOOR","Franklin","WI","53132","MILWAUKEE","0.777936","0.547889","0.971257","0.679048","4 out of 10","6 out of 9","6 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"520206","AURORA MEDICAL CENTER","36500 AURORA DRIVE","Summit","WI","53066","WAUKESHA","0.777936","0.547889","0.744120","0.565682","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","1.332","0 out of 10","Not Available","0 out of 10","0.845","0.000","Not Available","1.803","0 out of 10","Not Available","0 out of 10","0 out of 10","0.751","0.000","0.751","1.720","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.324","1.309","0 out of 10","0 out of 9","0 out of 10"
"520207","AURORA MEDICAL CENTER","975 PORT WASHINGTON ROAD","Grafton","WI","53024","OZAUKEE","0.777936","0.547889","0.777127","0.898937","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","0.000","0.404","2 out of 10","0 out of 9","2 out of 10","0.845","0.000","3.405","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.751","0.000","0.000","0.779","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.750","0.000","0.828","0.661","2 out of 10","2 out of 9","2 out of 10"
"520208","ST MARYS JANESVILLE HOSPITAL","3400 EAST RACINE STREET","Janesville","WI","53546","ROCK","0.777936","0.547889","0.817162","0.487950","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.396","0.306","6 out of 10","2 out of 9","6 out of 10"
"530002","CAMPBELL COUNTY MEMORIAL HOSPITAL","501 SOUTH BURMA AVENUE","Gillette","WY","82716","CAMPBELL","0.777936","0.547889","0.969264","0.658698","5 out of 10","7 out of 9","7 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.689","0.843","0 out of 10","0 out of 9","0 out of 10"
