Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"390203","DOYLESTOWN HOSPITAL","595 WEST STATE ST","Doylestown","PA","18901","BUCKS","0.851458","0.871669","0.871364","0.871055","9 out of 10","0 out of 9","9 out of 10","0.881794","0.903985","0.886620","0.877416","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.892663","0.886873","2 out of 10","0 out of 9","2 out of 10"
"390204","NAZARETH HOSPITAL","2601 HOLME AVE","Philadelphia","PA","19152","PHILADELPHIA","0.851458","0.871669","0.835477","0.848918","0 out of 10","3 out of 9","3 out of 10","0.881794","0.903985","0.892092","0.891160","4 out of 10","0 out of 9","4 out of 10","0.882986","0.908124","0.878692","0.873821","0 out of 10","0 out of 9","0 out of 10"
"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","Sharon","PA","16146","MERCER","0.851458","0.871669","0.866386","0.866736","7 out of 10","0 out of 9","7 out of 10","0.881794","0.903985","0.883246","0.885720","2 out of 10","1 out of 9","2 out of 10","0.882986","0.908124","0.915857","0.907724","9 out of 10","0 out of 9","9 out of 10"
"390217","EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","Mount Pleasant","PA","15666","WESTMORELAND","0.851458","0.871669","0.850162","0.865149","Not Available","Not Available","Not Available","0.881794","0.903985","0.907527","0.879877","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.889028","0.884933","1 out of 10","0 out of 9","1 out of 10"
"390219","EXCELA HEALTH LATROBE HOSPITAL","ONE MELLON WAY","Latrobe","PA","15650","WESTMORELAND","0.851458","0.871669","0.831523","0.859152","Not Available","Not Available","Not Available","0.881794","0.903985","0.883715","0.896392","6 out of 10","6 out of 9","6 out of 10","0.882986","0.908124","0.894435","0.877059","0 out of 10","0 out of 9","0 out of 10"
"390220","JENNERSVILLE REGIONAL HOSPITAL","1015 WEST BALTIMORE PIKE","West Grove","PA","19390","CHESTER","0.851458","0.871669","0.848876","0.861667","Not Available","Not Available","Not Available","0.881794","0.903985","0.883402","0.881126","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.877398","0.867797","0 out of 10","0 out of 9","0 out of 10"
"390222","RIDDLE MEMORIAL HOSPITAL","1068 WEST BALTIMORE PIKE","Media","PA","19063","DELAWARE","0.851458","0.871669","0.852668","0.878556","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.874112","0.899361","8 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.891764","0.885960","2 out of 10","0 out of 9","2 out of 10"
"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","Philadelphia","PA","19104","PHILADELPHIA","0.851458","0.871669","0.853949","0.875572","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.905195","0.910041","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.888935","0.884490","1 out of 10","0 out of 9","1 out of 10"
"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","Ephrata","PA","17522","LANCASTER","0.851458","0.871669","0.822517","0.872672","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.883049","0.880376","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.889322","0.901231","7 out of 10","6 out of 9","7 out of 10"
"390226","PENNSYLVANIA HOSPITAL","800 SPRUCE STREET","Philadelphia","PA","19107","PHILADELPHIA","0.851458","0.871669","0.857883","0.863241","6 out of 10","3 out of 9","6 out of 10","0.881794","0.903985","0.902581","0.879682","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.910634","0.903978","8 out of 10","0 out of 9","8 out of 10"
"390228","ST CLAIR HOSPITAL","1000 BOWER HILL ROAD","Pittsburgh","PA","15243","ALLEGHENY","0.851458","0.871669","0.856119","0.869476","9 out of 10","8 out of 9","9 out of 10","0.881794","0.903985","0.875863","0.875949","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.882631","0.892764","4 out of 10","3 out of 9","4 out of 10"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","Abington","PA","19001","MONTGOMERY","0.851458","0.871669","0.858258","0.868743","8 out of 10","7 out of 9","8 out of 10","0.881794","0.903985","0.889637","0.880984","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.884595","0.881727","0 out of 10","0 out of 9","0 out of 10"
"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","Hanover","PA","17331","YORK","0.851458","0.871669","0.863506","0.863055","6 out of 10","0 out of 9","6 out of 10","0.881794","0.903985","0.882474","0.872699","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.897539","0.893714","4 out of 10","0 out of 9","4 out of 10"
"390236","GUTHRIE TOWANDA MEMORIAL HOSPITAL","91 HOSPITAL DRIVE","Towanda","PA","18848","BRADFORD","0.851458","0.871669","0.851944","0.864668","Not Available","Not Available","Not Available","0.881794","0.903985","0.859282","0.870137","Not Available","Not Available","Not Available","0.882986","0.908124","0.883569","0.873609","0 out of 10","0 out of 9","0 out of 10"
"390237","REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE","Scranton","PA","18501","LACKAWANNA","0.851458","0.871669","0.852102","0.847434","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.882857","0.871079","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.873906","0.883044","1 out of 10","2 out of 9","2 out of 10"
"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","Hershey","PA","17033","DAUPHIN","0.851458","0.871669","0.841199","0.861900","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.887449","0.879882","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.861929","0.870925","0 out of 10","1 out of 9","1 out of 10"
"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","Langhorne","PA","19047","BUCKS","0.851458","0.871669","0.866308","0.874767","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.880746","0.881706","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.883849","0.876130","0 out of 10","0 out of 9","0 out of 10"
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","Bethlehem","PA","18017","LEHIGH","0.851458","0.871669","0.868155","0.864147","6 out of 10","0 out of 9","6 out of 10","0.881794","0.903985","0.908670","0.886554","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.908354","0.875333","0 out of 10","0 out of 9","0 out of 10"
"390265","JEFFERSON HOSPITAL","565 COAL VALLEY ROAD","Jefferson Hills","PA","15025","ALLEGHENY","0.851458","0.871669","0.847789","0.860846","5 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.871250","0.893572","5 out of 10","6 out of 9","6 out of 10","0.882986","0.908124","0.882611","0.894549","5 out of 10","4 out of 9","5 out of 10"
"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","Grove City","PA","16127","MERCER","0.851458","0.871669","0.856025","0.863638","Not Available","Not Available","Not Available","0.881794","0.903985","0.883341","0.867171","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.885027","0.892756","4 out of 10","3 out of 9","4 out of 10"
"390267","FORBES HOSPITAL","2570 HAYMAKER ROAD","Monroeville","PA","15146","ALLEGHENY","0.851458","0.871669","0.867050","0.846132","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.904247","0.880078","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.917162","0.883138","1 out of 10","0 out of 9","1 out of 10"
"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","State College","PA","16803","CENTRE","0.851458","0.871669","0.843074","0.867599","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.894621","0.875302","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.888805","0.899884","7 out of 10","5 out of 9","7 out of 10"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","Wilkes-Barre","PA","18711","LUZERNE","0.851458","0.871669","0.875963","0.834459","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.885667","0.884743","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.874160","0.894728","5 out of 10","6 out of 9","6 out of 10"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","Philadelphia","PA","19102","PHILADELPHIA","0.851458","0.871669","0.836015","0.863058","6 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.908623","0.893692","5 out of 10","0 out of 9","5 out of 10","0.882986","0.908124","0.887111","0.877260","0 out of 10","0 out of 9","0 out of 10"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","Philadelphia","PA","19128","PHILADELPHIA","0.851458","0.871669","0.839366","0.862463","5 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.877401","0.893631","5 out of 10","6 out of 9","6 out of 10","0.882986","0.908124","0.887868","0.899232","6 out of 10","5 out of 9","6 out of 10"
"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","Philadelphia","PA","19124","PHILADELPHIA","0.851458","0.871669","Not Available","0.858290","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","0.882557","Not Available","Not Available","Not Available","0.882986","0.908124","0.886086","0.894446","Not Available","Not Available","Not Available"
"390314","COORDINATED HEALTH ORTHOPEDIC HOSPITAL","2310 HIGHLAND AVENUE","Bethlehem","PA","18017","LEHIGH","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","Wyomissing","PA","19610","BERKS","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","Allentown","PA","18104","LEHIGH","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390322","ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC","3300 TILLMAN DRIVE","Bensalem","PA","19020","BUCKS","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390323","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE","Washington","PA","15301","WASHINGTON","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390324","PHYSICIAN'S CARE SURGICAL HOSPITAL","454 ENTERPRISE DRIVE","Royersford","PA","19468","MONTGOMERY","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","York","PA","17402","YORK","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390326","ST LUKE'S HOSPITAL - ANDERSON CAMPUS","1872 RIVERSIDE CIRCLE","Easton","PA","18045","NORTHAMPTON","0.851458","0.871669","0.854817","0.870535","9 out of 10","Not Available","9 out of 10","0.881794","0.903985","0.883719","0.867552","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.893169","0.907962","9 out of 10","9 out of 9","9 out of 10"
"390327","WELLSPAN SURGERY AND REHABILITATION HOSPITAL","55 MONUMENT ROAD","York","PA","17403","YORK","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"390328","UPMC EAST","2775 MOSSIDE BOULEVARD","Monroeville","PA","15146","ALLEGHENY","0.851458","0.871669","Not Available","0.870205","9 out of 10","Not Available","9 out of 10","0.881794","0.903985","Not Available","0.882589","1 out of 10","Not Available","1 out of 10","0.882986","0.908124","Not Available","0.908695","10 out of 10","Not Available","10 out of 10"
"390329","EINSTEIN MEDICAL CENTER MONTGOMERY","559 WEST GERMANTOWN PIKE","East Norriton","PA","19403","MONTGOMERY","0.851458","0.871669","Not Available","0.853776","2 out of 10","Not Available","2 out of 10","0.881794","0.903985","Not Available","0.892921","5 out of 10","Not Available","5 out of 10","0.882986","0.908124","Not Available","0.897076","6 out of 10","Not Available","6 out of 10"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","Pawtucket","RI","02860","PROVIDENCE","0.851458","0.871669","0.845045","0.868566","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.890478","0.886392","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.862683","0.894470","5 out of 10","6 out of 9","6 out of 10"
"410005","OUR LADY OF FATIMA HOSPITAL","200 HIGH SERVICE AVENUE","North Providence","RI","02904","PROVIDENCE","0.851458","0.871669","0.846378","0.879992","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.858858","0.896872","7 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.885006","0.897330","6 out of 10","5 out of 9","6 out of 10"
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","Newport","RI","02840","NEWPORT","0.851458","0.871669","0.856590","0.875175","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.876954","0.900884","8 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.882267","0.903265","8 out of 10","8 out of 9","8 out of 10"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","Providence","RI","02902","PROVIDENCE","0.851458","0.871669","0.867937","0.871876","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.899454","0.861535","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.901150","0.888338","2 out of 10","0 out of 9","2 out of 10"
"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","Wakefield","RI","02879","WASHINGTON","0.851458","0.871669","0.847567","0.865184","7 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.851306","0.872304","0 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.875103","0.900944","7 out of 10","7 out of 9","7 out of 10"
"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","Warwick","RI","02886","KENT","0.851458","0.871669","0.867384","0.879705","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.881118","0.887141","3 out of 10","2 out of 9","3 out of 10","0.882986","0.908124","0.887309","0.901053","7 out of 10","6 out of 9","7 out of 10"
"410010","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","Providence","RI","02905","PROVIDENCE","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","0.883119","0.881650","Not Available","Not Available","Not Available","0.882986","0.908124","0.876111","Not Available","Not Available","Not Available","Not Available"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","Woonsocket","RI","02895","PROVIDENCE","0.851458","0.871669","0.839458","0.870347","9 out of 10","9 out of 9","9 out of 10","0.881794","0.903985","0.882957","0.901395","8 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.880312","0.883366","1 out of 10","1 out of 9","1 out of 10"
"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","Providence","RI","02906","PROVIDENCE","0.851458","0.871669","0.882886","0.890340","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.869955","0.886601","2 out of 10","4 out of 9","4 out of 10","0.882986","0.908124","0.882091","0.893518","4 out of 10","4 out of 9","4 out of 10"
"410013","WESTERLY HOSPITAL","25 WELLS STREET","Westerly","RI","02891","WASHINGTON","0.851458","0.871669","0.849911","0.864110","6 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.881192","0.898242","7 out of 10","7 out of 9","7 out of 10","0.882986","0.908124","0.884256","0.893679","4 out of 10","3 out of 9","4 out of 10"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","Rock Hill","SC","29730","YORK","0.851458","0.871669","0.853588","0.847360","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.874042","0.855522","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.851632","0.816394","0 out of 10","0 out of 9","0 out of 10"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","Charleston","SC","29425","CHARLESTON","0.851458","0.871669","0.859865","0.868854","8 out of 10","7 out of 9","8 out of 10","0.881794","0.903985","0.879996","0.872164","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.859253","0.890816","3 out of 10","6 out of 9","6 out of 10"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON STREET PO BOX 1327","Dillon","SC","29536","DILLON","0.851458","0.871669","0.835230","0.855728","2 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.871063","0.881508","0 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.892580","0.897073","6 out of 10","2 out of 9","6 out of 10"
