State,HCAHPS Measure ID,HCAHPS Question,HCAHPS Answer Description,HCAHPS Answer Percent,Measure Start Date,Measure End Date
"WV","H_COMP_3_A_P","Patients who reported that they Always received help as soon as they wanted","Patients always received help as soon as they wanted","69","04/01/2015","03/31/2016"
"WV","H_COMP_3_SN_P","Patients who reported that they Sometimes or Never received help as soon as they wanted","Patients sometimes or never received help as soon as they wanted","8","04/01/2015","03/31/2016"
"WV","H_COMP_3_U_P","Patients who reported that they Usually received help as soon as they wanted","Patients usually received help as soon as they wanted","23","04/01/2015","03/31/2016"
"WV","H_COMP_4_A_P","Patients who reported that their pain was Always well controlled","Pain was always well controlled","69","04/01/2015","03/31/2016"
"WV","H_COMP_4_SN_P","Patients who reported that their pain was Sometimes or Never well controlled","Pain was sometimes or never well controlled","8","04/01/2015","03/31/2016"
"WV","H_COMP_4_U_P","Patients who reported that their pain was Usually well controlled","Pain was usually well controlled","23","04/01/2015","03/31/2016"
"WV","H_COMP_5_A_P","Patients who reported that staff Always explained about medicines before giving it to them","Staff always explained","65","04/01/2015","03/31/2016"
"WV","H_COMP_5_SN_P","Patients who reported that staff Sometimes or Never explained about medicines before giving it to them","Staff sometimes or never explained","18","04/01/2015","03/31/2016"
"WV","H_COMP_5_U_P","Patients who reported that staff Usually explained about medicines before giving it to them","Staff usually explained","17","04/01/2015","03/31/2016"
"WV","H_COMP_6_N_P","Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff did not give patients this information","14","04/01/2015","03/31/2016"
"WV","H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff did give patients this information","86","04/01/2015","03/31/2016"
"WV","H_COMP_7_A","Patients who Agree they understood their care when they left the hospital","Patients who Agree they understood their care when they left the hospital","46","04/01/2015","03/31/2016"
"WV","H_COMP_7_D_SD","Patients who Disagree or Strongly Disagree they understood their care when they left the hospital","Patients who Disagree or Strongly Disagree they understood their care when they left the hospital","5","04/01/2015","03/31/2016"
"WV","H_COMP_7_SA","Patients who Strongly Agree they understood their care when they left the hospital","Patients who Strongly Agree they understood their care when they left the hospital","49","04/01/2015","03/31/2016"
"WV","H_HSP_RATING_0_6","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of 6 or lower (low)","8","04/01/2015","03/31/2016"
"WV","H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of 7 or 8 (medium)","22","04/01/2015","03/31/2016"
"WV","H_HSP_RATING_9_10","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of 9 or 10 (high)","70","04/01/2015","03/31/2016"
"WV","H_QUIET_HSP_A_P","Patients who reported that the area around their room was Always quiet at night","Always quiet at night","60","04/01/2015","03/31/2016"
"WV","H_QUIET_HSP_SN_P","Patients who reported that the area around their room was Sometimes or Never quiet at night","Sometimes or never quiet at night","10","04/01/2015","03/31/2016"
"WV","H_QUIET_HSP_U_P","Patients who reported that the area around their room was Usually quiet at night","Usually quiet at night","30","04/01/2015","03/31/2016"
"WV","H_RECMND_DN","Patients who reported NO, they would probably not or definitely not recommend the hospital","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5","04/01/2015","03/31/2016"
"WV","H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","YES, patients would definitely recommend the hospital","67","04/01/2015","03/31/2016"
"WV","H_RECMND_PY","Patients who reported YES, they would probably recommend the hospital","YES, patients would probably recommend the hospital","28","04/01/2015","03/31/2016"
"WY","H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were Always clean","Room was always clean","73","04/01/2015","03/31/2016"
"WY","H_CLEAN_HSP_SN_P","Patients who reported that their room and bathroom were Sometimes or Never clean","Room was sometimes or never clean","8","04/01/2015","03/31/2016"
"WY","H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were Usually clean","Room was usually clean","19","04/01/2015","03/31/2016"
"WY","H_COMP_1_A_P","Patients who reported that their nurses Always communicated well","Nurses always communicated well","79","04/01/2015","03/31/2016"
"WY","H_COMP_1_SN_P","Patients who reported that their nurses Sometimes or Never communicated well","Nurses sometimes or never communicated well","4","04/01/2015","03/31/2016"
"WY","H_COMP_1_U_P","Patients who reported that their nurses Usually communicated well","Nurses usually communicated well","17","04/01/2015","03/31/2016"
"WY","H_COMP_2_A_P","Patients who reported that their doctors Always communicated well","Doctors always communicated well","81","04/01/2015","03/31/2016"
"WY","H_COMP_2_SN_P","Patients who reported that their doctors Sometimes or Never communicated well","Doctors sometimes or never communicated well","4","04/01/2015","03/31/2016"
"WY","H_COMP_2_U_P","Patients who reported that their doctors Usually communicated well","Doctors usually communicated well","15","04/01/2015","03/31/2016"
"WY","H_COMP_3_A_P","Patients who reported that they Always received help as soon as they wanted","Patients always received help as soon as they wanted","73","04/01/2015","03/31/2016"
"WY","H_COMP_3_SN_P","Patients who reported that they Sometimes or Never received help as soon as they wanted","Patients sometimes or never received help as soon as they wanted","6","04/01/2015","03/31/2016"
"WY","H_COMP_3_U_P","Patients who reported that they Usually received help as soon as they wanted","Patients usually received help as soon as they wanted","21","04/01/2015","03/31/2016"
"WY","H_COMP_4_A_P","Patients who reported that their pain was Always well controlled","Pain was always well controlled","71","04/01/2015","03/31/2016"
"WY","H_COMP_4_SN_P","Patients who reported that their pain was Sometimes or Never well controlled","Pain was sometimes or never well controlled","5","04/01/2015","03/31/2016"
"WY","H_COMP_4_U_P","Patients who reported that their pain was Usually well controlled","Pain was usually well controlled","24","04/01/2015","03/31/2016"
"WY","H_COMP_5_A_P","Patients who reported that staff Always explained about medicines before giving it to them","Staff always explained","66","04/01/2015","03/31/2016"
"WY","H_COMP_5_SN_P","Patients who reported that staff Sometimes or Never explained about medicines before giving it to them","Staff sometimes or never explained","17","04/01/2015","03/31/2016"
"WY","H_COMP_5_U_P","Patients who reported that staff Usually explained about medicines before giving it to them","Staff usually explained","17","04/01/2015","03/31/2016"
"WY","H_COMP_6_N_P","Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff did not give patients this information","11","04/01/2015","03/31/2016"
"WY","H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff did give patients this information","89","04/01/2015","03/31/2016"
"WY","H_COMP_7_A","Patients who Agree they understood their care when they left the hospital","Patients who Agree they understood their care when they left the hospital","43","04/01/2015","03/31/2016"
"WY","H_COMP_7_D_SD","Patients who Disagree or Strongly Disagree they understood their care when they left the hospital","Patients who Disagree or Strongly Disagree they understood their care when they left the hospital","6","04/01/2015","03/31/2016"
"WY","H_COMP_7_SA","Patients who Strongly Agree they understood their care when they left the hospital","Patients who Strongly Agree they understood their care when they left the hospital","51","04/01/2015","03/31/2016"
"WY","H_HSP_RATING_0_6","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of 6 or lower (low)","8","04/01/2015","03/31/2016"
"WY","H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of 7 or 8 (medium)","21","04/01/2015","03/31/2016"
"WY","H_HSP_RATING_9_10","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of 9 or 10 (high)","71","04/01/2015","03/31/2016"
"WY","H_QUIET_HSP_A_P","Patients who reported that the area around their room was Always quiet at night","Always quiet at night","63","04/01/2015","03/31/2016"
"WY","H_QUIET_HSP_SN_P","Patients who reported that the area around their room was Sometimes or Never quiet at night","Sometimes or never quiet at night","7","04/01/2015","03/31/2016"
"WY","H_QUIET_HSP_U_P","Patients who reported that the area around their room was Usually quiet at night","Usually quiet at night","30","04/01/2015","03/31/2016"
"WY","H_RECMND_DN","Patients who reported NO, they would probably not or definitely not recommend the hospital","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5","04/01/2015","03/31/2016"
"WY","H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","YES, patients would definitely recommend the hospital","66","04/01/2015","03/31/2016"
"WY","H_RECMND_PY","Patients who reported YES, they would probably recommend the hospital","YES, patients would probably recommend the hospital","29","04/01/2015","03/31/2016"
