Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
"METROPLEX HOSPITAL","450152","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.1839","6.0065","5.0737","Too Few to Report","01-JUL-12","30-JUN-15"
"METROPLEX HOSPITAL","450152","TX","READM-30-PN-HRRP","210"," ","1.0194","19.9785","19.5977","43","01-JUL-12","30-JUN-15"
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","READM-30-AMI-HRRP","Not Available"," ","0.9758","22.2956","22.8483","Too Few to Report","01-JUL-12","30-JUN-15"
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","READM-30-COPD-HRRP","80"," ","1.0396","18.1367","17.4463","17","01-JUL-12","30-JUN-15"
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","READM-30-HF-HRRP","195"," ","0.9555","21.4405","22.4390","39","01-JUL-12","30-JUN-15"
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0238","6.1200","5.9776","Too Few to Report","01-JUL-12","30-JUN-15"
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","READM-30-PN-HRRP","205"," ","0.9046","15.1814","16.7816","26","01-JUL-12","30-JUN-15"
"HEREFORD REGIONAL MEDICAL CENTER","450155","TX","READM-30-AMI-HRRP","0","7","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEREFORD REGIONAL MEDICAL CENTER","450155","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEREFORD REGIONAL MEDICAL CENTER","450155","TX","READM-30-COPD-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEREFORD REGIONAL MEDICAL CENTER","450155","TX","READM-30-HF-HRRP","Not Available"," ","0.9580","19.4319","20.2833","Too Few to Report","01-JUL-12","30-JUN-15"
"HEREFORD REGIONAL MEDICAL CENTER","450155","TX","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEREFORD REGIONAL MEDICAL CENTER","450155","TX","READM-30-PN-HRRP","Not Available"," ","0.9312","13.0741","14.0402","Too Few to Report","01-JUL-12","30-JUN-15"
"GRACE MEDICAL CENTER","450162","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GRACE MEDICAL CENTER","450162","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GRACE MEDICAL CENTER","450162","TX","READM-30-COPD-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GRACE MEDICAL CENTER","450162","TX","READM-30-HF-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GRACE MEDICAL CENTER","450162","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.8151","4.0860","5.0127","Too Few to Report","01-JUL-12","30-JUN-15"
"GRACE MEDICAL CENTER","450162","TX","READM-30-PN-HRRP","Not Available"," ","0.9640","12.5963","13.0661","Too Few to Report","01-JUL-12","30-JUN-15"
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","READM-30-COPD-HRRP","96"," ","0.9460","18.3680","19.4170","14","01-JUL-12","30-JUN-15"
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","READM-30-HF-HRRP","205"," ","0.9875","21.8431","22.1203","44","01-JUL-12","30-JUN-15"
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CHRISTUS SPOHN HOSPITAL KLEBERG","450163","TX","READM-30-PN-HRRP","272"," ","1.1369","19.2190","16.9042","59","01-JUL-12","30-JUN-15"
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","READM-30-COPD-HRRP","92"," ","0.9922","17.9444","18.0862","16","01-JUL-12","30-JUN-15"
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","READM-30-HF-HRRP","78"," ","1.0171","21.7415","21.3757","18","01-JUL-12","30-JUN-15"
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","READM-30-PN-HRRP","193"," ","1.0687","16.8953","15.8095","36","01-JUL-12","30-JUN-15"
"MISSION REGIONAL MEDICAL CENTER","450176","TX","READM-30-AMI-HRRP","119"," ","1.0116","21.2345","20.9917","26","01-JUL-12","30-JUN-15"
"MISSION REGIONAL MEDICAL CENTER","450176","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MISSION REGIONAL MEDICAL CENTER","450176","TX","READM-30-COPD-HRRP","457"," ","0.9525","20.4187","21.4378","90","01-JUL-12","30-JUN-15"
"MISSION REGIONAL MEDICAL CENTER","450176","TX","READM-30-HF-HRRP","360"," ","1.0588","26.1892","24.7338","98","01-JUL-12","30-JUN-15"
"MISSION REGIONAL MEDICAL CENTER","450176","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.8554","4.1829","4.8901","Too Few to Report","01-JUL-12","30-JUN-15"
"MISSION REGIONAL MEDICAL CENTER","450176","TX","READM-30-PN-HRRP","626"," ","1.0363","20.6167","19.8948","131","01-JUL-12","30-JUN-15"
"UVALDE MEMORIAL HOSPITAL","450177","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UVALDE MEMORIAL HOSPITAL","450177","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UVALDE MEMORIAL HOSPITAL","450177","TX","READM-30-COPD-HRRP","85"," ","0.9843","17.6939","17.9762","14","01-JUL-12","30-JUN-15"
"UVALDE MEMORIAL HOSPITAL","450177","TX","READM-30-HF-HRRP","99"," ","0.9477","18.3632","19.3776","15","01-JUL-12","30-JUN-15"
"UVALDE MEMORIAL HOSPITAL","450177","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9439","4.4829","4.7494","Too Few to Report","01-JUL-12","30-JUN-15"
"UVALDE MEMORIAL HOSPITAL","450177","TX","READM-30-PN-HRRP","214"," ","0.9194","14.1070","15.3436","26","01-JUL-12","30-JUN-15"
"PECOS COUNTY MEMORIAL HOSPITAL","450178","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"PECOS COUNTY MEMORIAL HOSPITAL","450178","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"PECOS COUNTY MEMORIAL HOSPITAL","450178","TX","READM-30-COPD-HRRP","87"," ","1.0372","18.0113","17.3658","18","01-JUL-12","30-JUN-15"
"PECOS COUNTY MEMORIAL HOSPITAL","450178","TX","READM-30-HF-HRRP","83"," ","1.0608","23.2952","21.9607","23","01-JUL-12","30-JUN-15"
"PECOS COUNTY MEMORIAL HOSPITAL","450178","TX","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"PECOS COUNTY MEMORIAL HOSPITAL","450178","TX","READM-30-PN-HRRP","89"," ","1.0839","17.8267","16.4474","20","01-JUL-12","30-JUN-15"
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","READM-30-AMI-HRRP","836"," ","0.9807","17.3644","17.7069","144","01-JUL-12","30-JUN-15"
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","READM-30-CABG-HRRP","164"," ","1.0295","16.4225","15.9517","28","01-JUL-12","30-JUN-15"
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","READM-30-COPD-HRRP","1302"," ","0.9402","19.0573","20.2692","244","01-JUL-12","30-JUN-15"
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","READM-30-HF-HRRP","1809"," ","0.9410","21.3250","22.6627","382","01-JUL-12","30-JUN-15"
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","READM-30-HIP-KNEE-HRRP","1213"," ","1.1933","5.2389","4.3904","67","01-JUL-12","30-JUN-15"
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","READM-30-PN-HRRP","2392"," ","0.8294","14.6151","17.6211","340","01-JUL-12","30-JUN-15"
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","READM-30-AMI-HRRP","Not Available"," ","0.9365","16.9460","18.0957","Too Few to Report","01-JUL-12","30-JUN-15"
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","READM-30-COPD-HRRP","Not Available"," ","0.9952","18.5694","18.6586","Too Few to Report","01-JUL-12","30-JUN-15"
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","READM-30-HF-HRRP","123"," ","0.9814","18.7938","19.1495","22","01-JUL-12","30-JUN-15"
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0046","4.4951","4.4744","Too Few to Report","01-JUL-12","30-JUN-15"
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","READM-30-PN-HRRP","250"," ","0.9992","14.0156","14.0267","35","01-JUL-12","30-JUN-15"
"HILL REGIONAL HOSPITAL","450192","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HILL REGIONAL HOSPITAL","450192","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HILL REGIONAL HOSPITAL","450192","TX","READM-30-COPD-HRRP","114"," ","0.9608","18.0936","18.8316","18","01-JUL-12","30-JUN-15"
"HILL REGIONAL HOSPITAL","450192","TX","READM-30-HF-HRRP","91"," ","0.9918","20.3255","20.4934","18","01-JUL-12","30-JUN-15"
"HILL REGIONAL HOSPITAL","450192","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.1824","5.8813","4.9740","Too Few to Report","01-JUL-12","30-JUN-15"
"HILL REGIONAL HOSPITAL","450192","TX","READM-30-PN-HRRP","160"," ","1.0006","15.6057","15.5962","25","01-JUL-12","30-JUN-15"
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","450193","TX","READM-30-AMI-HRRP","363"," ","0.9727","16.1519","16.6049","57","01-JUL-12","30-JUN-15"
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","450193","TX","READM-30-CABG-HRRP","382"," ","1.0931","15.4001","14.0888","62","01-JUL-12","30-JUN-15"
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","450193","TX","READM-30-COPD-HRRP","451"," ","1.0284","21.0866","20.5047","97","01-JUL-12","30-JUN-15"
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","450193","TX","READM-30-HF-HRRP","1190"," ","1.0035","21.7466","21.6708","259","01-JUL-12","30-JUN-15"
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","450193","TX","READM-30-HIP-KNEE-HRRP","306"," ","1.0198","4.7767","4.6838","15","01-JUL-12","30-JUN-15"
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","450193","TX","READM-30-PN-HRRP","577"," ","1.0673","18.2983","17.1447","109","01-JUL-12","30-JUN-15"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","READM-30-COPD-HRRP","122"," ","0.9831","19.7956","20.1369","23","01-JUL-12","30-JUN-15"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","READM-30-HF-HRRP","101"," ","1.0348","21.6853","20.9561","24","01-JUL-12","30-JUN-15"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0766","5.0695","4.7089","Too Few to Report","01-JUL-12","30-JUN-15"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","READM-30-PN-HRRP","138"," ","0.8563","14.3676","16.7790","12","01-JUL-12","30-JUN-15"
"PARIS REGIONAL MEDICAL CENTER","450196","TX","READM-30-AMI-HRRP","197"," ","0.9624","15.3444","15.9444","28","01-JUL-12","30-JUN-15"
"PARIS REGIONAL MEDICAL CENTER","450196","TX","READM-30-CABG-HRRP","218"," ","0.8334","13.0571","15.6667","22","01-JUL-12","30-JUN-15"
"PARIS REGIONAL MEDICAL CENTER","450196","TX","READM-30-COPD-HRRP","416"," ","1.0638","21.1137","19.8474","92","01-JUL-12","30-JUN-15"
"PARIS REGIONAL MEDICAL CENTER","450196","TX","READM-30-HF-HRRP","500"," ","0.9145","19.8887","21.7485","94","01-JUL-12","30-JUN-15"
"PARIS REGIONAL MEDICAL CENTER","450196","TX","READM-30-HIP-KNEE-HRRP","392"," ","0.9282","4.4527","4.7973","16","01-JUL-12","30-JUN-15"
"PARIS REGIONAL MEDICAL CENTER","450196","TX","READM-30-PN-HRRP","672"," ","1.0954","18.7845","17.1491","131","01-JUL-12","30-JUN-15"
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","READM-30-AMI-HRRP","164"," ","0.9621","14.7620","15.3430","22","01-JUL-12","30-JUN-15"
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","READM-30-CABG-HRRP","Not Available"," ","0.9710","11.7555","12.1060","Too Few to Report","01-JUL-12","30-JUN-15"
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","READM-30-COPD-HRRP","241"," ","1.0406","20.4701","19.6710","52","01-JUL-12","30-JUN-15"
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","READM-30-HF-HRRP","326"," ","1.0270","21.8888","21.3125","73","01-JUL-12","30-JUN-15"
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","READM-30-HIP-KNEE-HRRP","182"," ","1.0896","5.1210","4.7000","11","01-JUL-12","30-JUN-15"
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","READM-30-PN-HRRP","456"," ","1.0195","17.5441","17.2091","81","01-JUL-12","30-JUN-15"
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","READM-30-AMI-HRRP","97"," ","0.9973","18.7286","18.7800","18","01-JUL-12","30-JUN-15"
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","READM-30-COPD-HRRP","324"," ","0.8415","16.7507","19.9067","43","01-JUL-12","30-JUN-15"
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","READM-30-HF-HRRP","174"," ","0.9062","19.5290","21.5508","28","01-JUL-12","30-JUN-15"
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","READM-30-HIP-KNEE-HRRP","294"," ","0.9253","4.2577","4.6016","11","01-JUL-12","30-JUN-15"
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","READM-30-PN-HRRP","505"," ","0.9018","15.5020","17.1899","73","01-JUL-12","30-JUN-15"
"NORTHWEST TEXAS HOSPITAL","450209","TX","READM-30-AMI-HRRP","311"," ","0.8428","12.7485","15.1261","30","01-JUL-12","30-JUN-15"
"NORTHWEST TEXAS HOSPITAL","450209","TX","READM-30-CABG-HRRP","94"," ","1.0309","14.8078","14.3634","15","01-JUL-12","30-JUN-15"
"NORTHWEST TEXAS HOSPITAL","450209","TX","READM-30-COPD-HRRP","244"," ","0.9566","18.4115","19.2462","42","01-JUL-12","30-JUN-15"
"NORTHWEST TEXAS HOSPITAL","450209","TX","READM-30-HF-HRRP","325"," ","0.8197","18.4769","22.5418","48","01-JUL-12","30-JUN-15"
"NORTHWEST TEXAS HOSPITAL","450209","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.1728","6.1785","5.2682","Too Few to Report","01-JUL-12","30-JUN-15"
"NORTHWEST TEXAS HOSPITAL","450209","TX","READM-30-PN-HRRP","372"," ","0.8409","14.1732","16.8554","44","01-JUL-12","30-JUN-15"
"ETMC CARTHAGE","450210","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ETMC CARTHAGE","450210","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ETMC CARTHAGE","450210","TX","READM-30-COPD-HRRP","63"," ","0.9813","19.4796","19.8516","11","01-JUL-12","30-JUN-15"
"ETMC CARTHAGE","450210","TX","READM-30-HF-HRRP","75"," ","1.0140","20.2195","19.9411","16","01-JUL-12","30-JUN-15"
"ETMC CARTHAGE","450210","TX","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ETMC CARTHAGE","450210","TX","READM-30-PN-HRRP","171"," ","1.1164","17.1796","15.3887","35","01-JUL-12","30-JUN-15"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","READM-30-AMI-HRRP","258"," ","1.0256","18.0203","17.5708","48","01-JUL-12","30-JUN-15"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","READM-30-CABG-HRRP","81"," ","1.0364","15.7123","15.1604","14","01-JUL-12","30-JUN-15"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","READM-30-COPD-HRRP","344"," ","0.8814","18.4402","20.9204","55","01-JUL-12","30-JUN-15"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","READM-30-HF-HRRP","295"," ","0.9468","21.1425","22.3306","59","01-JUL-12","30-JUN-15"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0006","4.7533","4.7506","Too Few to Report","01-JUL-12","30-JUN-15"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","READM-30-PN-HRRP","599"," ","0.8675","15.5787","17.9587","86","01-JUL-12","30-JUN-15"
"UNIVERSITY HEALTH SYSTEM","450213","TX","READM-30-AMI-HRRP","Not Available"," ","0.9433","14.3693","15.2328","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY HEALTH SYSTEM","450213","TX","READM-30-CABG-HRRP","Not Available"," ","0.9433","13.1075","13.8952","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY HEALTH SYSTEM","450213","TX","READM-30-COPD-HRRP","Not Available"," ","1.0096","18.8967","18.7172","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY HEALTH SYSTEM","450213","TX","READM-30-HF-HRRP","135"," ","0.9109","20.5593","22.5711","22","01-JUL-12","30-JUN-15"
"UNIVERSITY HEALTH SYSTEM","450213","TX","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNIVERSITY HEALTH SYSTEM","450213","TX","READM-30-PN-HRRP","120"," ","1.0749","20.9071","19.4501","29","01-JUL-12","30-JUN-15"
"GULF COAST MEDICAL CENTER","450214","TX","READM-30-AMI-HRRP","0","7","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GULF COAST MEDICAL CENTER","450214","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GULF COAST MEDICAL CENTER","450214","TX","READM-30-COPD-HRRP","Not Available"," ","1.0137","19.6870","19.4204","Too Few to Report","01-JUL-12","30-JUN-15"
"GULF COAST MEDICAL CENTER","450214","TX","READM-30-HF-HRRP","Not Available"," ","0.9136","19.2481","21.0679","Too Few to Report","01-JUL-12","30-JUN-15"
"GULF COAST MEDICAL CENTER","450214","TX","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GULF COAST MEDICAL CENTER","450214","TX","READM-30-PN-HRRP","Not Available"," ","0.9334","15.8087","16.9370","Too Few to Report","01-JUL-12","30-JUN-15"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","450219","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","450219","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","450219","TX","READM-30-COPD-HRRP","Not Available"," ","0.9553","17.4741","18.2922","Too Few to Report","01-JUL-12","30-JUN-15"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","450219","TX","READM-30-HF-HRRP","Not Available"," ","0.8997","19.3812","21.5429","Too Few to Report","01-JUL-12","30-JUN-15"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","450219","TX","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","450219","TX","READM-30-PN-HRRP","178"," ","0.9464","15.0404","15.8923","24","01-JUL-12","30-JUN-15"
"MEMORIAL HOSPITAL","450221","TX","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEMORIAL HOSPITAL","450221","TX","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEMORIAL HOSPITAL","450221","TX","READM-30-COPD-HRRP","Not Available"," ","0.9824","18.6756","19.0104","Too Few to Report","01-JUL-12","30-JUN-15"
"MEMORIAL HOSPITAL","450221","TX","READM-30-HF-HRRP","Not Available"," ","0.9514","21.2703","22.3570","Too Few to Report","01-JUL-12","30-JUN-15"
"MEMORIAL HOSPITAL","450221","TX","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEMORIAL HOSPITAL","450221","TX","READM-30-PN-HRRP","84"," ","0.9724","15.9892","16.4438","12","01-JUL-12","30-JUN-15"
"CONROE REGIONAL MEDICAL CENTER","450222","TX","READM-30-AMI-HRRP","270"," ","1.0205","15.4933","15.1824","43","01-JUL-12","30-JUN-15"
