Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Achievement Threshold,IMM-2 Benchmark,IMM-2 Baseline Rate,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,IMM-2 Preventive Condition/Procedure Score
"170014","RANSOM MEMORIAL HOSPITAL","1301 S MAIN STREET","Ottawa","KS","66067","FRANKLIN","0.951607","0.997739","0.978339","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"140137","GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR","Greenville","IL","62246","BOND","0.951607","0.997739","0.881148","0.943925","0 out of 10","5 out of 9","5 out of 10","5"
"170196","KANSAS SPINE & SPECIALTY HOSPITAL, LLC","3333 NORTH WEBB ROAD","Wichita","KS","67226","SEDGWICK","0.951607","0.997739","0.913621","0.931148","0 out of 10","2 out of 9","2 out of 10","2"
"490075","DANVILLE REGIONAL MEDICAL CENTER","142 SOUTH MAIN STREET","Danville","VA","24541","DANVILLE CITY","0.951607","0.997739","0.958182","0.991438","8 out of 10","8 out of 9","8 out of 10","8"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","Wilson","NC","27893","WILSON","0.951607","0.997739","0.968379","0.986248","7 out of 10","6 out of 9","7 out of 10","7"
"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","San Jose","CA","95128","SANTA CLARA","0.951607","0.997739","0.945578","0.974026","5 out of 10","5 out of 9","5 out of 10","5"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","Picayune","MS","39466","PEARL RIVER","0.951607","0.997739","0.913295","0.979827","6 out of 10","7 out of 9","7 out of 10","7"
"270087","THE HEALTHCENTER","320 SUNNYVIEW LANE","Kalispell","MT","59901","FLATHEAD","0.951607","0.997739","0.776952","0.909502","0 out of 10","6 out of 9","6 out of 10","6"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","Brooklyn","NY","11229","KINGS","0.951607","0.997739","0.921569","0.987179","7 out of 10","8 out of 9","8 out of 10","8"
"390147","MONONGAHELA VALLEY HOSPITAL","1163 COUNTRY CLUB ROAD","Monongahela","PA","15063","WASHINGTON","0.951607","0.997739","0.932624","0.935523","0 out of 10","0 out of 9","0 out of 10","0"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","7101 S PADRE ISLAND DR","Corpus Christi","TX","78412","NUECES","0.951607","0.997739","0.994307","0.994526","9 out of 10","0 out of 9","9 out of 10","9"
"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","Rome","NY","13440","ONEIDA","0.951607","0.997739","0.871951","0.956113","1 out of 10","6 out of 9","6 out of 10","6"
"250084","MERIT HEALTH NATCHEZ","52 SERGEANT PRENTISS DRIVE","Natchez","MS","39120","ADAMS","0.951607","0.997739","0.949791","0.983221","7 out of 10","6 out of 9","7 out of 10","7"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","Foley","AL","36535","BALDWIN","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"220176","ST VINCENT HOSPITAL","123 SUMMER STREET","Worcester","MA","01608","WORCESTER","0.951607","0.997739","0.961739","0.979779","6 out of 10","5 out of 9","6 out of 10","6"
"380020","MCKENZIE-WILLAMETTE MEDICAL CENTER","1460 G STREET","Springfield","OR","97477","LANE","0.951607","0.997739","0.995138","0.978188","6 out of 10","0 out of 9","6 out of 10","6"
"100260","ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","Port Saint Lucie","FL","34952","ST. LUCIE","0.951607","0.997739","0.986907","0.987421","7 out of 10","0 out of 9","7 out of 10","7"
"490041","MARY IMMACULATE HOSPITAL","2 BERNARDINE DRIVE","Newport News","VA","23602","NEWPORT NEWS CITY","0.951607","0.997739","0.976190","0.992537","8 out of 10","7 out of 9","8 out of 10","8"
"420066","LAKE CITY COMMUNITY HOSPITAL","258 N RON MCNAIR BLVD","Lake City","SC","29560","FLORENCE","0.951607","0.997739","0.878136","0.810526","0 out of 10","0 out of 9","0 out of 10","0"
"490057","SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","Virginia Beach","VA","23454","VIRGINIA BEACH CITY","0.951607","0.997739","0.919463","0.940233","0 out of 10","2 out of 9","2 out of 10","2"
"180027","MURRAY-CALLOWAY COUNTY HOSPITAL","803 POPLAR STREET","Murray","KY","42071","CALLOWAY","0.951607","0.997739","0.631579","0.848039","0 out of 10","5 out of 9","5 out of 10","5"
"050608","DELANO REGIONAL MEDICAL CENTER","1401 GARCES HIGHWAY","Delano","CA","93215","KERN","0.951607","0.997739","0.712329","0.896996","0 out of 10","6 out of 9","6 out of 10","6"
"170150","SOUTH CENTRAL KS  MED CENTER","6401 PATTERSON PARKWAY","Arkansas City","KS","67005","COWLEY","0.951607","0.997739","0.995238","0.984556","7 out of 10","0 out of 9","7 out of 10","7"
"440068","STARR REGIONAL MEDICAL CENTER ATHENS","1114 W MADISON AVE","Athens","TN","37371","MCMINN","0.951607","0.997739","0.992366","0.969432","4 out of 10","0 out of 9","4 out of 10","4"
"120028","NORTH HAWAII COMMUNITY HOSPITAL","67 1125 MAMALAHOA HIGHWAY","Kamuela","HI","96743","HAWAII","0.951607","0.997739","0.910714","0.897196","0 out of 10","0 out of 9","0 out of 10","0"
"450187","SCOTT & WHITE HOSPITAL BRENHAM","700 MEDICAL PARKWAY","Brenham","TX","77833","WASHINGTON","0.951607","0.997739","0.896266","0.963710","3 out of 10","6 out of 9","6 out of 10","6"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","Victoria","TX","77901","VICTORIA","0.951607","0.997739","0.909774","0.940727","0 out of 10","3 out of 9","3 out of 10","3"
"300001","CONCORD HOSPITAL","250 PLEASANT ST","Concord","NH","03301","MERRIMACK","0.951607","0.997739","0.963602","0.914286","0 out of 10","0 out of 9","0 out of 10","0"
"120011","KAISER FOUNDATION HOSPITAL","3288 MOANALUA RD","Honolulu","HI","96819","HONOLULU","0.951607","0.997739","0.881831","0.978752","6 out of 10","8 out of 9","8 out of 10","8"
"510008","BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","Martinsburg","WV","25401","BERKELEY","0.951607","0.997739","0.961062","0.954092","1 out of 10","0 out of 9","1 out of 10","1"
"490005","WINCHESTER MEDICAL CENTER","1840 AMHERST ST","Winchester","VA","22601","WINCHESTER CITY","0.951607","0.997739","0.938104","0.898148","0 out of 10","0 out of 9","0 out of 10","0"
"530011","MEMORIAL HOSPITAL SWEETWATER COUNTY","1200 COLLEGE DRIVE","Rock Springs","WY","82901","SWEETWATER","0.951607","0.997739","0.784404","0.928571","0 out of 10","6 out of 9","6 out of 10","6"
"450203","WEATHERFORD REGIONAL MEDICAL CENTER","713 E ANDERSON ST","Weatherford","TX","76086","PARKER","0.951607","0.997739","1.000000","0.945455","0 out of 10","0 out of 9","0 out of 10","0"
"050742","OLYMPIA MEDICAL CENTER","5900 WEST OLYMPIC BOULEVARD","Los Angeles","CA","90036","LOS ANGELES","0.951607","0.997739","0.994307","0.983425","7 out of 10","0 out of 9","7 out of 10","7"
"110111","UNIVERSITY HOSPITAL MCDUFFIE","2460 WASHINGTON ROAD","Thomson","GA","30824","MCDUFFIE","0.951607","0.997739","0.517094","0.631579","0 out of 10","2 out of 9","2 out of 10","2"
"360230","HILLCREST HOSPITAL","6780 MAYFIELD ROAD","Mayfield Heights","OH","44124","CUYAHOGA","0.951607","0.997739","0.963031","0.945518","0 out of 10","0 out of 9","0 out of 10","0"
"140029","COPLEY MEMORIAL HOSPITAL","2000 OGDEN AVENUE","Aurora","IL","60504","KANE","0.951607","0.997739","0.874743","0.946921","0 out of 10","5 out of 9","5 out of 10","5"
"050313","SUTTER TRACY COMMUNITY HOSPITAL","1420 N TRACY BLVD","Tracy","CA","95376","SAN JOAQUIN","0.951607","0.997739","0.994695","0.997429","9 out of 10","8 out of 9","9 out of 10","9"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","Tacoma","WA","98405","PIERCE","0.951607","0.997739","0.881905","0.958000","2 out of 10","6 out of 9","6 out of 10","6"
"140010","EVANSTON HOSPITAL","2650 RIDGE AVE","Evanston","IL","60201","COOK","0.951607","0.997739","0.960924","0.948864","0 out of 10","0 out of 9","0 out of 10","0"
"160016","TRINITY REGIONAL MEDICAL CENTER","802 KENYON RD","Fort Dodge","IA","50501","WEBSTER","0.951607","0.997739","0.960422","0.934328","0 out of 10","0 out of 9","0 out of 10","0"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","La Mesa","CA","91942","SAN DIEGO","0.951607","0.997739","0.997996","0.998066","10 out of 10","9 out of 9","10 out of 10","10"
"220019","HARRINGTON MEMORIAL HOSPITAL-1","100 SOUTH STREET","Southbridge","MA","01550","WORCESTER","0.951607","0.997739","0.939210","0.911058","0 out of 10","0 out of 9","0 out of 10","0"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","Livingston","TN","38570","OVERTON","0.951607","0.997739","1.000000","0.932806","0 out of 10","0 out of 9","0 out of 10","0"
"360348","DUBLIN METHODIST HOSPITAL","7500 HOSPITAL AVENUE","Dublin","OH","43016","FRANKLIN","0.951607","0.997739","0.995736","0.977273","6 out of 10","0 out of 9","6 out of 10","6"
"100285","MEMORIAL HOSPITAL MIRAMAR","1901 SW 172ND AVE","Miramar","FL","33029","BROWARD","0.951607","0.997739","0.995506","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"340071","BETSY JOHNSON REGIONAL  HOSPITAL","800 TILGHMAN DR","Dunn","NC","28334","HARNETT","0.951607","0.997739","0.942857","0.934513","0 out of 10","0 out of 9","0 out of 10","0"
"440032","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","Rogersville","TN","37857","HAWKINS","0.951607","0.997739","0.981949","0.974729","5 out of 10","0 out of 9","5 out of 10","5"
"390008","ELLWOOD CITY HOSPITAL","724 PERSHING STREET","Ellwood City","PA","16117","LAWRENCE","0.951607","0.997739","0.917241","0.942029","0 out of 10","3 out of 9","3 out of 10","3"
"390117","UPMC BEDFORD MEMORIAL","10455 LINCOLN HIGHWAY","Everett","PA","15537","BEDFORD","0.951607","0.997739","0.971014","0.980707","6 out of 10","3 out of 9","6 out of 10","6"
"310009","CLARA MAASS MEDICAL CENTER","ONE CLARA MAAS DRIVE","Belleville","NJ","07109","ESSEX","0.951607","0.997739","0.826667","0.840909","0 out of 10","0 out of 9","0 out of 10","0"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","Birmingham","AL","35205","JEFFERSON","0.951607","0.997739","0.981707","0.892644","0 out of 10","0 out of 9","0 out of 10","0"
"180093","BAPTIST HEALTH MADISONVILLE","900 HOSPITAL DRIVE","Madisonville","KY","42431","HOPKINS","0.951607","0.997739","0.959381","0.985887","7 out of 10","6 out of 9","7 out of 10","7"
"450054","SCOTT & WHITE MEDICAL CENTER - TEMPLE","2401 S  31ST ST","Temple","TX","76508","BELL","0.951607","0.997739","0.892086","0.966454","3 out of 10","7 out of 9","7 out of 10","7"
"450163","CHRISTUS SPOHN HOSPITAL KLEBERG","1311 EAST GENERAL CAVAZOS BLVD","Kingsville","TX","78363","KLEBERG","0.951607","0.997739","0.877143","0.930147","0 out of 10","4 out of 9","4 out of 10","4"
"190202","OCHSNER MEDICAL CENTER - BATON ROUGE","17000 MEDICAL CENTER DR","Baton Rouge","LA","70816","EAST BATON ROUGE","0.951607","0.997739","0.852071","0.943320","0 out of 10","6 out of 9","6 out of 10","6"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","Sheboygan","WI","53081","SHEBOYGAN","0.951607","0.997739","0.906574","0.971223","4 out of 10","7 out of 9","7 out of 10","7"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD","Beaufort","SC","29902","BEAUFORT","0.951607","0.997739","0.957282","0.975133","5 out of 10","4 out of 9","5 out of 10","5"
"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","Santa Maria","CA","93454","SANTA BARBARA","0.951607","0.997739","0.959742","0.996094","9 out of 10","9 out of 9","9 out of 10","9"
"500026","SWEDISH EDMONDS HOSPITAL","21601 76TH AVENUE WEST","Edmonds","WA","98026","SNOHOMISH","0.951607","0.997739","0.916000","0.961464","2 out of 10","5 out of 9","5 out of 10","5"
"370093","O U MEDICAL CENTER","700 NE 13TH STREET","Oklahoma City","OK","73104","OKLAHOMA","0.951607","0.997739","0.988636","0.987711","8 out of 10","0 out of 9","8 out of 10","8"
"450370","COLUMBUS COMMUNITY HOSPITAL","110 SHULT DR","Columbus","TX","78934","COLORADO","0.951607","0.997739","0.960656","0.989286","8 out of 10","7 out of 9","8 out of 10","8"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","Woodland","CA","95695","YOLO","0.951607","0.997739","1.000000","0.993846","9 out of 10","0 out of 9","9 out of 10","9"
"050239","GLENDALE ADVENTIST MEDICAL CENTER","1509 E WILSON TERRACE","Glendale","CA","91206","LOS ANGELES","0.951607","0.997739","0.946429","0.980198","6 out of 10","6 out of 9","6 out of 10","6"
"370013","MERCY HOSPITAL OKLAHOMA CITY, INC","4300 WEST MEMORIAL ROAD","Oklahoma City","OK","73120","OKLAHOMA","0.951607","0.997739","0.967280","0.995807","9 out of 10","9 out of 9","9 out of 10","9"
"380060","ADVENTIST MEDICAL CENTER","10123 SE MARKET STREET","Portland","OR","97216","MULTNOMAH","0.951607","0.997739","0.849130","0.857692","0 out of 10","0 out of 9","0 out of 10","0"
"360172","MERCY REGIONAL MEDICAL CENTER","3700 KOLBE ROAD","Lorain","OH","44053","LORAIN","0.951607","0.997739","0.930314","0.856115","0 out of 10","0 out of 9","0 out of 10","0"
"180018","ST CLAIRE REGIONAL MEDICAL CENTER","222 MEDICAL CIRCLE","Morehead","KY","40351","ROWAN","0.951607","0.997739","0.909308","0.969543","4 out of 10","6 out of 9","6 out of 10","6"
"300003","MARY HITCHCOCK MEMORIAL HOSPITAL","1 MEDICAL CENTER DRIVE","Lebanon","NH","03756","GRAFTON","0.951607","0.997739","0.863924","0.933977","0 out of 10","5 out of 9","5 out of 10","5"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","Sylva","NC","28779","JACKSON","0.951607","0.997739","0.919753","0.958791","2 out of 10","5 out of 9","5 out of 10","5"
"100256","REGIONAL MEDICAL CENTER BAYONET POINT","14000 FIVAY RD","Hudson","FL","34667","PASCO","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"490040","INOVA ALEXANDRIA HOSPITAL","4320 SEMINARY RD","Alexandria","VA","22304","ALEXANDRIA CITY","0.951607","0.997739","0.968442","0.932406","0 out of 10","0 out of 9","0 out of 10","0"
"500005","VIRGINIA MASON MEDICAL CENTER","925 SENECA ST","Seattle","WA","98101","KING","0.951607","0.997739","0.925424","0.954237","1 out of 10","3 out of 9","3 out of 10","3"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","500 S ACADEMY ST","Ahoskie","NC","27910","HERTFORD","0.951607","0.997739","0.939394","0.972696","5 out of 10","5 out of 9","5 out of 10","5"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","Jeffersonville","IN","47130","CLARK","0.951607","0.997739","0.981238","0.935970","0 out of 10","0 out of 9","0 out of 10","0"
"040119","WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET","Batesville","AR","72503","INDEPENDENCE","0.951607","0.997739","0.963636","0.989418","8 out of 10","7 out of 9","8 out of 10","8"
"160029","MERCY HOSPITAL","500 E MARKET STREET","Iowa City","IA","52245","JOHNSON","0.951607","0.997739","0.929220","0.952015","1 out of 10","3 out of 9","3 out of 10","3"
"180005","HIGHLANDS REGIONAL MEDICAL CENTER","5000 KENTUCKY ROUTE 321","Prestonsburg","KY","41653","FLOYD","0.951607","0.997739","0.695313","0.963636","3 out of 10","8 out of 9","8 out of 10","8"
"060001","NORTH COLORADO MEDICAL CENTER","1801 16TH STREET","Greeley","CO","80631","WELD","0.951607","0.997739","0.975285","0.985267","7 out of 10","4 out of 9","7 out of 10","7"
"490022","MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD","Fredericksburg","VA","22401","FREDERICKSBURG CITY","0.951607","0.997739","0.910946","0.875479","0 out of 10","0 out of 9","0 out of 10","0"
"260034","BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST","Butler","MO","64730","BATES","0.951607","0.997739","0.989286","0.976271","5 out of 10","0 out of 9","5 out of 10","5"
"110150","OCONEE REGIONAL MEDICAL CENTER","821 N COBB STREET  POST OFFICE BOX 690","Milledgeville","GA","31061","BALDWIN","0.951607","0.997739","0.997912","0.991404","8 out of 10","0 out of 9","8 out of 10","8"
"490110","LEWISGALE HOSPITAL MONTGOMERY","3700 SOUTH MAIN STREET","Blacksburg","VA","24060","MONTGOMERY","0.951607","0.997739","0.997619","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"050755","SHERMAN OAKS HOSPITAL","4929 VAN NUYS BLVD","Sherman Oaks","CA","91403","LOS ANGELES","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"160080","MERCY MEDICAL CENTER-CLINTON","1410 NORTH 4TH STREET","Clinton","IA","52732","CLINTON","0.951607","0.997739","0.992172","0.972152","5 out of 10","0 out of 9","5 out of 10","5"
"100018","NAPLES COMMUNITY HOSPITAL","350 7TH ST N","Naples","FL","34102","COLLIER","0.951607","0.997739","0.935323","0.945671","0 out of 10","1 out of 9","1 out of 10","1"
"150046","TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","Terre Haute","IN","47802","VIGO","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"490045","NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER","8700 SUDLEY RD","Manassas","VA","20110","MANASSAS CITY","0.951607","0.997739","0.957483","0.977778","6 out of 10","5 out of 9","6 out of 10","6"
"050739","CENTINELA HOSPITAL MEDICAL CENTER","555 EAST HARDY STREET","Inglewood","CA","90301","LOS ANGELES","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"160064","MERCY MEDICAL CENTER-NORTH IOWA","1000 FOURTH STREET SW","Mason City","IA","50401","CERRO GORDO","0.951607","0.997739","0.925620","0.949740","0 out of 10","3 out of 9","3 out of 10","3"
"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC","1900 TEBEAU STREET","Waycross","GA","31501","WARE","0.951607","0.997739","0.666250","0.786408","0 out of 10","3 out of 9","3 out of 10","3"
"670085","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","10864 TEXAS HEALTH TRAIL","Fort Worth","TX","76244","TARRANT","0.951607","0.997739","0.984472","0.992063","8 out of 10","5 out of 9","8 out of 10","8"
"050746","ORANGE COUNTY GLOBAL MEDICAL CENTER","1001 NORTH TUSTIN AVENUE","Santa Ana","CA","92705","ORANGE","0.951607","0.997739","0.852885","0.882227","0 out of 10","2 out of 9","2 out of 10","2"
"220095","HEYWOOD HOSPITAL","242 GREEN STREET","Gardner","MA","01440","WORCESTER","0.951607","0.997739","0.933673","0.897490","0 out of 10","0 out of 9","0 out of 10","0"
"110143","WELLSTAR COBB HOSPITAL","3950 AUSTELL RD","Austell","GA","30106","COBB","0.951607","0.997739","0.954545","0.873016","0 out of 10","0 out of 9","0 out of 10","0"
"140084","VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD","Waukegan","IL","60085","LAKE","0.951607","0.997739","1.000000","0.994662","9 out of 10","0 out of 9","9 out of 10","9"
"050075","KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","275 W MACARTHUR BOULEVARD","Oakland","CA","94611","ALAMEDA","0.951607","0.997739","0.941818","0.962121","3 out of 10","3 out of 9","3 out of 10","3"
"050586","CHINO VALLEY MEDICAL CENTER","5451 WALNUT AVE","Chino","CA","91710","SAN BERNARDINO","0.951607","0.997739","0.989648","0.990119","8 out of 10","0 out of 9","8 out of 10","8"
"180101","GEORGETOWN COMMUNITY HOSPITAL","1140 LEXINGTON ROAD","Georgetown","KY","40324","SCOTT","0.951607","0.997739","0.984127","0.972763","5 out of 10","0 out of 9","5 out of 10","5"
"070033","DANBURY HOSPITAL","24 HOSPITAL AVE","Danbury","CT","06810","FAIRFIELD","0.951607","0.997739","0.986301","0.982592","7 out of 10","0 out of 9","7 out of 10","7"
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","Los Alamos","NM","87544","LOS ALAMOS","0.951607","0.997739","0.880309","0.969267","4 out of 10","7 out of 9","7 out of 10","7"
"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","Brooksville","FL","34613","HERNANDO","0.951607","0.997739","0.983232","0.998413","10 out of 10","9 out of 9","10 out of 10","10"
"100284","WESTCHESTER GENERAL HOSPITAL","2500 SW 75TH AVE","Miami","FL","33155","DADE","0.951607","0.997739","0.974359","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"050067","OAK VALLEY HOSPITAL DISTRICT","350 S OAK AVE","Oakdale","CA","95361","STANISLAUS","0.951607","0.997739","0.985965","0.844444","0 out of 10","0 out of 9","0 out of 10","0"
"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","Liberty","MO","64068","CLAY","0.951607","0.997739","0.968254","0.953216","1 out of 10","0 out of 9","1 out of 10","1"
"230118","HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD","Bad Axe","MI","48413","HURON","0.951607","0.997739","1.000000","0.987603","8 out of 10","0 out of 9","8 out of 10","8"
"450656","NACOGDOCHES MEDICAL CENTER","4920 NE STALLINGS DRIVE","Nacogdoches","TX","75961","NACOGDOCHES","0.951607","0.997739","0.954128","0.985401","7 out of 10","7 out of 9","7 out of 10","7"
