"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NM","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","92","","04/01/2015","03/31/2016"
"NV","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","97","","04/01/2015","03/31/2016"
"NY","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","91","","04/01/2015","03/31/2016"
"OH","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","92","","04/01/2015","03/31/2016"
"OK","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","88","","04/01/2015","03/31/2016"
"OR","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","92","","04/01/2015","03/31/2016"
"PA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","90","","04/01/2015","03/31/2016"
"PR","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","80","","04/01/2015","03/31/2016"
"RI","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","91","","04/01/2015","03/31/2016"
"SC","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","96","","04/01/2015","03/31/2016"
"SD","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","94","","04/01/2015","03/31/2016"
"TN","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","93","","04/01/2015","03/31/2016"
"TX","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","95","","04/01/2015","03/31/2016"
"UT","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","93","","04/01/2015","03/31/2016"
"VA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","95","","04/01/2015","03/31/2016"
"VI","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","74","","04/01/2015","03/31/2016"
"VT","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","97","","04/01/2015","03/31/2016"
"WA","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","89","","04/01/2015","03/31/2016"
"WI","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","91","","04/01/2015","03/31/2016"
"WV","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","92","","04/01/2015","03/31/2016"
"WY","Blood Clot Prevention and Treatment","Patients with blood clots who were discharged on a blood thinner medicine and received written instructions about that medicine Higher percentages are better","VTE_5","95","","04/01/2015","03/31/2016"
"AK","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"AL","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"AR","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"AS","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"AZ","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"CA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"CO","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"CT","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"DC","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"DE","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"FL","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"GA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"GU","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"HI","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","7","","04/01/2015","03/31/2016"
"IA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"ID","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"IL","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"IN","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","","04/01/2015","03/31/2016"
"KS","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
"KY","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"LA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"MA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","","04/01/2015","03/31/2016"
"MD","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","","04/01/2015","03/31/2016"
